product_uid,materials
124543,Marble Particle Board Solid-surface materials
148514,Stainless Steel
100573,Wood
112571,Paper Other
100577,Plywood Steel
148519,PVC PVC
112556,Fabric
136549,Copper Copper
100593,Steel
100594,Acrylic
136545,Plastic
124541,Cardboard Proprietary
148530,Steel Other
124537,Steel
124534,Latex
100584,Galvanized Steel
100585,Foam Steel
136553,Plywood
100587,Laminated Particle Board
124539,Multi-Purpose PVC
161515,Vinyl
136558,Vinyl
112546,Zinc
161516,Stainless Steel
112543,Metal
161510,Steel Metal
112542,Vitreous China Medium Density Fiberboard (MDF) Granite
136557,Wood
161513,Copper
100561,100% Polyester 0
161512,Composite
148540,Polycarbonate
100559,Other
124527,Aluminum
148538,Steel
124524,Acrylic Plywood Porcelain
148539,Glass
148533,Porcelain
124520,Metal
148535,Other
124521,Copper
100551,Porcelain
112551,Other
100552,Composite
112550,Fabric
136561,Porcelain Solid Wood Marble
100554,Ceramic
100556,Stainless Steel
100558,Fiberglass
161504,Plastic
124513,Metal
124514,Composite
100562,Ceramic
136573,PVC PVC
100563,Stainless steel Stainless Steel
136572,Other
100565,Steel
124519,Stainless steel Stainless Steel
100567,Plastic
100568,Stone
100569,Steel
124518,Aluminum
124594,Foam Steel
124586,Fiberglass
136503,Metal
112598,Vitreous China Granite
136502,Other Fiberglass
112596,Steel
124585,Aluminum
124583,Porcelain-Coated Cast Iron Stainless Steel
136507,Wood
136514,Thermoplastic
136513,Wood
124573,Plastic
124571,Glass Particle Board Glass
124572,Concrete
136518,Vinyl
124567,PVC
100596,Steel
100597,Wood
136520,Steel
100598,Stainless Steel
112575,Brass Ceramic
112574,Wood
136529,Other
148500,Stainless Steel
112583,Metal Metal
112582,Steel
112580,Metal
148508,Steel
148509,Stainless Steel
161577,Steel
161578,Other Metal
173557,Steel
173551,Polyester Latex Other Synthetic
173552,Aluminum
173554,Metal
161569,Granite
161567,Fiberboard
161561,Wood
161563,Metal Other
173549,Plastic
173544,Wood Molded Wood
173547,Plywood Cultured Marble
161597,Paper Other
173578,Plastic
173579,Wood
173574,Plywood MDF
173576,Acrylic
173571,Composite Particle Board Engineered stone composite
161580,Brass
161581,Metal
173568,Wood
124598,Wood
173569,Polyester Latex Other Wool & Wool Blend
173563,Wood
173565,Steel
173560,Steel
161533,Cardboard Proprietary
173519,Plywood MDF
173515,Metal
173516,Polyester Latex Other Synthetic
173517,Copper Brass
173518,Fiberglass
148555,Polyester
136583,Cedar Plastic/Metal/Wood
173510,Rubber
136580,Natural Stone
136587,Laminate
161521,Cast Iron
148575,Cast Iron
161520,Vitreous China
173504,Rubber Acrylonitrile Butadiene Styrene (ABS)
173505,Cement
148566,Vinyl
173500,High Density Fiberboard (HDF) Laminate
173501,Solid Surface
173503,Polyester
136595,Stainless Steel
136591,Metal frame
136590,Nylon
161555,Polyfiber
161551,Steel
148580,Acrylic
148582,Water
148583,Brass Cast Iron
173538,Steel Other
173539,Polypropylene
148577,Brass
173533,Water
148578,Oil
173534,Vinyl
173535,Plastic
173530,Wood
173531,Glow-in-the-Dark Self-Stick Polyester
173532,Polyurethane
161549,Plastic
148597,Nylon
148598,Aluminum
148593,Quartz
173526,Laminate HDF
173522,Steel
173523,Metal
173524,Vinyl
173525,Comfort Grip
173521,Vinyl
173480,Zinc Zinc
161492,Plastic
161493,Titanium
173478,Zinc Coated Galvanized Steel
173479,Metal
173474,Steel
173476,Metal
173477,Stainless Steel
173471,Stainless Steel Stainless Steel Stainless Steel
173472,Oil
173473,Acrylic
161485,Canvas
161484,Metal
161483,PVC
161482,Polyfiber Steel Glass
173468,Stainless steel Stainless Steel
173469,Metal
173464,Laminate
173466,Chrome metal
173460,Vitreous China
173461,Wood
173496,Aluminum
173498,Steel
173492,Copper
173494,Acrylic
173495,Metal
173490,Wood Carbide
173491,Fabric
173489,Brass Brass
173485,Wood High Carbon Steel
173487,Metal
173481,Plastic Glass
173482,Steel
100505,Polyester Latex Other Synthetic
100507,Wood Wood
100508,Wood
100509,Concrete
100500,Wood
100502,Metal Metal
112525,Cast Aluminum
112523,Plastic
112527,Steel
100537,Rubber
100531,Steel
100533,Galvanized Steel
124508,Vinyl
112511,Natural Stone
112517,Cast Iron
112516,Steel
100548,Plastic
100549,Metal
100540,Acrylic
100542,Other
100543,Plastic
100544,Steel
100546,Ceramic
100547,Chrome-Plated Steel Porcelain
112500,Steel
100515,Glass Steel
100516,Comfort Grip
100517,Resin
100512,Steel
100514,Zinc
100526,Fibre Reinforced Polymer (FRP)
100527,Natural
100528,Aluminum
100529,Natural
100520,Steel
100523,Steel
136415,Wood Carbide
112446,Yes
136412,32% Diilsononyl Phthalate 30% PVC 26% Calcium Carbonate 12% polyester 100
100460,Foam Steel Glass
112443,Steel
100462,Composite
136413,Stainless Steel
124431,Wood
136419,Polyester Latex Other Wool & Wool Blend
124425,Steel
112452,Polymer
100455,Wood
100456,Steel
100457,Aluminum
100458,Medium Density Fiberboard (MDF)
112435,Plastic
100472,Wood
112432,Porcelain
148410,Acrylic
124417,Crystal Solid Brass
100463,Polyfiber Steel Glass
136430,Porcelain-Coated Steel
100465,Wood
136432,Plastic
100466,Wood
136431,Wood Carbide
100468,Vitreous China
136433,Plastic
136436,Other
100440,Aluminum
100438,Metal
100439,Wood Wood
148418,Vitreous China
148419,Other
124402,Aluminum
100430,Wood
136441,Stainless Steel
100432,Bi-Metal Multi-Purpose
136443,Wire Glass
100433,Metal
136442,PVC
100436,Stainless Steel
112411,Steel
136444,Multi Pack
100450,Brass Ceramic
100451,Other
100449,Steel
148423,Steel
100441,Composite
136454,Metal
100444,Brass
100446,Vitreous China
100447,Steel
100448,Vitreous China
112488,Steel
112487,Stainless steel Stainless Steel
124475,Metal
124466,Aluminum
100497,Metal
100498,Laminate
100499,HDPE(High Density Polethylene)
112493,Galvanized Steel
112491,Steel
112478,Plastic
112477,Manufactured from laminated particle board
124464,Polyester
124462,Polypropylene
112483,Stainless Steel Stainless Steel
112467,Steel
112466,Vitreous China
124453,Plastic
124447,Steel Steel
124445,Porcelain
124444,Laminate
100474,Steel
100475,Aluminum
100476,Wood
112471,Cast Iron
100478,Steel Plastic
112470,Granite
100479,Laminate
136405,Steel
136407,Wood .Particle Board/Composite Filler
100491,Chrome-Plated Steel Porcelain
100494,Plastic
100495,Metal Steel
112453,Brass construction Metal Ceramic
136409,Polyurethane
124434,Nylon
124435,Brass Ceramic
100485,Stainless Steel
112463,Aluminum
100486,Stainless steel Metal
100488,Plastic
112460,Steel
161458,Particle Board Particle Board
148485,Polyester
161450,Plastic
173439,Sponge
173434,MDF
173435,Solid Brass
173436,Steel
173430,Wood
173432,Other
148490,Polycarbonate
148491,Plastic
161447,Metal
161446,Metal Steel
161440,Steel
161442,Galvanized Steel
148494,Metal
173427,Quartz
173428,Porcelain
173429,Cast Iron
173423,Ceramic
173424,Metal
173425,Stainless Steel
124499,Nylon
173426,Polyester Latex Other Wool & Wool Blend
173420,Stainless Steel
173421,Acrylic
173422,Oil
161473,Plastic
124490,Polyethylene
161471,Oil
124487,Cast Iron
173458,Other
173452,Polyfiber
173454,Steel Galvanized Steel
173455,Plastic
161469,No Handle Heavy Gauge Stainless Steel & Silicone
112497,Aluminum
161468,Stone
124485,Steel Plastic
161463,Metal
124482,Multi-Purpose High Speed Steel
173449,Copper and Plastic
173446,Steel
124476,Steel
173447,Glass
173448,Polycarbonate
173441,Steel Multi-Purpose
173443,Fiberglass
173444,Carbide
161417,PVC PVC
136457,Wood
148441,Titanium
148437,Steel
136462,Fabric
161403,Metal
148452,Steel Stainless steel Diamond
136473,Brass
136470,Synthetic/Microfiber
148465,Plastic
161432,PVC
173416,Polyester Latex Other Synthetic
173417,Wood
173419,Plastic
148456,Metal
173414,Stainless Steel
148459,Vinyl
173415,Plastic
173410,Cardboard Proprietary
136486,Marble
136481,Steel
136480,Wood
161428,Plastic
161424,Acrylic
148475,Plastic Steel
148472,PVC
173405,Acrylic
173401,Plastic
173403,Wood
173404,Plastic
173400,Steel
173397,Metal
173398,Plastic
173393,Steel
173394,Vinyl
173395,Jute Synthetic
173390,Thermoplastic
173391,Brass
173386,Steel
173387,Other
173389,Metal
173383,Plastic
173385,Fiberglass
161370,Polypropylene
161380,Plastic
173357,Metal
173359,Steel Metal
173355,Plastic
173351,Cast Metal ZINC
161369,Vitreous China
161363,PVC
161366,Steel
161361,Glass
173346,Wood
173347,Steel
173348,PVC PVC
173342,Steel
173343,Concrete
173344,Fiberglass
173340,Aluminum
173341,Oil
173380,Ceramic
173381,Black malleable iron Iron
161398,Steel
173371,Polyester
173373,Metal
173374,Foam Aluminum
173370,Brass
161381,Clay
161384,Polyester
173360,Vinyl
173363,Stainless Steel
112404,Metal
112400,Ceramic
112406,High Speed Steel
100419,Steel
100414,Steel
100415,Aluminum
100427,Vinyl
100428,Steel
100429,Wire
100420,Steel
100421,Crystal Other
100422,Brass
100425,Wood
100405,Zinc Ceramic
100402,Die-Cast
100403,Ceramic
100404,N/A Cable
114508,Aluminum
114503,Vitreous China Vitreous China
102518,Nylon
102510,Vitreous China
102511,Vinyl
102516,Concrete
102529,Plastic
102528,PVC
102520,Steel
102523,Polypropylene
102526,Steel
138508,Steel
138503,Water
138509,Stainless Steel
102507,Plastic Steel
102508,fabric Fabric
138510,Oil
102501,Plastic
102503,Porcelain-Coated Steel
102504,Powder-Coated Steel
102561,Vinyl
102560,Other
114545,Cork
126529,Steel
126524,Polyethylene
114553,Plastic
102554,Foam
102556,Fiberglass
102555,Steel
102558,Other Wood
102559,Polycarbonate
102570,Steel
102572,Steel Steel
126521,Cardboard Proprietary
114535,Steel
114538,Acrylic
126517,Wood
126515,Rubber
126514,Fiberglass
126511,Acrylic
102565,Aluminum
102564,Steel
102567,Composite Composite
102566,Metal
102569,Plastic Steel
114529,Steel
102540,Laminate
126510,Acrylic
114522,Steel
126507,Rubber
102539,Plastic
126504,Steel
114530,Vinyl
114531,Vinyl
102532,Plastic
102531,Steel
102534,Steel
102535,Composite
114518,PVC
102551,Steel
102547,Laminate
102546,Wood
102549,Other
102548,Asphalt
163510,Fabric
114588,Copper
114589,Synthetic
126572,Steel
114591,Porcelain
151528,Steel
114592,PVC
151526,Steel Fiberglass
114595,Composite MDF
126566,Nylon
151520,Stone
138563,Acrylic
102599,Plastic
163508,Zinc Steel
163506,Oil
114577,Ceramic
126560,Epoxy/2 part
114583,Plastic
126556,Black Oxide
114586,Cast Iron
151533,Wood
138577,Galvanized Steel
138575,Metal
163509,Rubber
102581,Vinyl
102580,Vinyl
102583,Steel
102582,Steel
102585,Steel Fiberglass
138578,Metal
126554,Metal Metal
126551,Vinyl
163531,Wood
126550,Porcelain-Coated Cast Iron
175519,Metal
114572,Powder-Coated Steel
126547,Copper Copper
175514,Steel
151546,Wood Plastic/Metal/Wood
175513,Steel
114574,Marble Solid Wood Marble
175516,Steel
102575,Plastic
151542,Polyfiber Steel
102578,Ceramic
138585,Wood Wood Wood
175512,Polyurethane
102577,Wood
102579,Fiberglass
102590,Polyester
163527,Wood
102594,Steel
102593,Bamboo
163526,Metal
138589,Steel
102595,Composite Particle Board Engineered quartz composite
126543,PVC PVC
163522,Cast Metal
114556,Steel
114559,Vinyl
138591,Plastic
126538,Wood
175509,Plastic
114560,Plastic Plastic
114562,Particle Board
114563,PVC
126534,Stainless Steel Stainless Steel Stainless Steel
175505,Vinyl
175504,Wood
151554,Brass Stainless Steel
102589,Rubber
151552,Plastic
175501,Stone
175500,Fiberglass
138595,Polyester Aluminum
138592,Plastic
138513,Acrylic
138525,Copper
138523,Other Medium Density Fiberboard (MDF) Marble
138524,Metal
126599,Metal Ceramic
126590,Aluminum
138538,PEX Brass
138537,Carbide
126596,Laminate
126595,Brass
126591,Polypropylene
138548,Galvanized Steel
114598,Polyester Latex Other Synthetic
126586,Ceramic
126583,Galvanized Steel Metal
126581,Plastic
126580,Fiberboard
126578,Vinyl
138554,Oil
138552,Other
175460,Vinyl
163479,Steel
163476,Glass
175459,Plastic
175458,Fiberglass
175455,Particle Board
175457,Fiberglass
151485,Polypropylene
175456,Polyester Latex Other Synthetic
175453,Cast Iron
163466,Metal
175448,PEX Plastic
175449,Polyester Latex Other Sea Grass
175444,Glass
151496,Marble
175445,Stainless Steel Steel
175440,Wood
151494,Plastic
175442,Plastic
175441,Multi-Purpose Brass
175480,Stainless Steel
175482,Metal
175481,Steel
175479,Polyester
175478,Steel
175472,Polyester Latex Other Wool & Wool Blend
175471,Metal
175470,Aluminum Steel Olefin
163491,Brass Brass
163490,Porcelain
175468,Laminate
175461,Plywood
175464,Polyester Latex Other Wool & Wool Blend
163437,Oil
163433,Steel
163431,Wood
138481,Wood
175418,Aluminum Aluminum
175415,Oil
175417,Composite
175411,Oil
138489,Water
151443,Aluminum
138486,Steel Steel
175412,Steel
163423,Plastic
163421,Plastic
175408,Brass
175409,Galvanized Steel
175404,Steel
175403,PVC Polyethylene
175405,Laminate Medium Density Fiberboard paper Resin (both Acrylic and Melamine) Polyurethane hot metal adhesive and Olefin hot metal adhesive
138499,Powder-Coated Steel Plastic
151453,Slate
175402,Aluminum
175401,Metal
138495,PVC
138496,Laminate
163459,No Shelf Glass
163457,Vitreous China Solid Wood Marble
163456,Vitreous China
163453,Ceramic
163454,Copper
163451,Plastic
163452,Plastic Vinyl
175437,Medium Density Fiberboard (MDF)
151469,Polypropylene
175439,Wire Glass
175438,Other
175433,Plywood MDF
175432,HDPE(High Density Polethylene)
175434,Cotton Synthetic
175426,Other
175428,Brass Brass
175427,Steel Metal
175421,Galvanized Steel
175424,Steel
175423,Brass
175420,PVC Polyvinyl
175495,Rubber
175494,Steel
175496,Plastic
175491,Carbide
175493,Laminate
175492,Vinyl
175487,Acrylic
175489,Wood
175483,Acrylic
175485,Vinyl
102407,Ceramic
102409,Steel
102402,Metal
102401,Zinc
102404,Concrete
102403,Wire Glass
102406,Galvanized Steel
102441,Fiberglass
126411,Stainless Steel
114423,Metal
126410,Metal
102432,Metal
102435,Polypropylene 0
102436,Steel
102439,Polyester Latex Other Synthetic
102438,Vitreous China
102451,Metal
102450,Concrete
102453,Glass
102452,Glass
114415,Steel
114416,Steel
114420,Metal and Various
114421,Ceramic
102444,Steel
102443,Steel
102446,Zinc
102445,Galvanized Steel
102448,Wood Carbide
102420,Steel Acrylonitrile Butadiene Styrene (ABS)
114400,Steel
114401,Ceramic
114402,Glass
114403,Steel
114407,Polyurethane
102418,Plastic
102411,Vitreous China
102410,Aluminum
102412,Laminate
102415,Wood
102414,Composite Other Plastic
102417,Stainless steel Stainless Steel
102416,Ceramic
102430,Galvanized Steel
102429,Steel
102421,Wood
102424,Polyfiber
102427,Foam Steel
102480,Vitreous China
102482,Fabric
138439,Steel Steel
102481,Zinc
126455,Wood
126454,Rubber
126451,Composite
151408,Composite
114471,Polyfiber Cast Aluminum
151405,Steel
114473,Stainless Steel
102476,Metal
138442,Galvanized Steel
102478,Steel
138441,Vinyl Vinyl
102493,Ceramic
102495,Polyester Latex Other Synthetic
102494,Wood
102496,Steel
126444,STEEL Steel Rubber
114456,Aluminum
151418,Steel
151417,Acrylic
126438,Polypropylene
114462,Medium Density Fiberboard (MDF)
151414,Glass
114464,Metal Metal
151412,Glass
102488,Stainless Steel
138456,No Shelf Glass
102489,Paper
138450,Steel
102464,Resin
102463,Steel
114445,Wood
163412,Granite Medium Density Fiberboard (MDF) Glass
151429,Acrylic over wire frame
126428,Metal
151427,Plastic
114452,Coconut Fiber
126423,Maple
151423,Brass Brass
102457,Metal
138465,Steel
102459,Steel
138462,Glass
102458,Composite Composite
102471,Vinyl
102470,Zinc
163407,PEX Plastic
102472,Polyester Latex Other Synthetic
163405,Steel Multi-Purpose
102475,Synthetic
138468,Resin
126421,Steel Steel
126420,Aluminum
126419,Stainless Steel
126415,Steel
151436,Nylon
114442,Composite Medium Density Fiberboard (MDF) Engineered quartz composite
126413,Vitreous China
102466,Steel Steel Solid-surface materials
151433,Vinyl
102465,Plastic
102468,Stone
151431,Wood
102467,Metal
138476,Ceramic
138471,Metal
126499,Cedar
126498,Galvanized Steel
126494,Stainless Steel Stainless Steel
126492,Vinyl
138407,Plastic
138403,Metal
126481,Polypropylene
138411,Steel
138419,Vinyl
138418,PVC PVC
138414,Polyethylene
114488,PVC PVC
126477,Steel
126474,Rubber
126470,Brass
114495,HDPE(High Density Polethylene)
114496,Metal Wood Rubber
126468,Stamped Steel
126467,Polyurethane
138428,Acrylic
114478,Vitreous China
126465,Natural Stone
114479,Porcelain
114481,Copper
114484,Steel
114485,Galvanized Steel
114486,Copper Copper
114487,Composite MDF
126456,Aluminum
138432,Vinyl
163359,Plastic
163356,Multi-Purpose BiMetal
175338,Steel
175337,Solid Wood
151368,Wood
175339,Plastic
175334,Wood
177997,Solid-surface materials
175333,Oil
177998,Cast Iron
151365,Aluminum Aluminum
175336,PVC
177995,Steel Plastic
151364,Ceramic
177996,Brass Plastic
151363,Cast Metal
175330,Metal
177993,Steel
151362,Plywood MDF
175332,Plastic
177991,Laminate Medium Density Fiberboard paper resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive
151360,Steel
175331,Ceramic
177992,Concrete
151381,Metal
175327,Metal
175326,Polycarbonate
177988,Marble
177989,Nylon
175323,Fiberglass
177986,Ceramic
175322,Wood
177984,Leather
175324,Wood
151374,Metal
177982,Foam Aluminum
151373,Aluminum
177983,Steel
177980,Other
175320,Multi-Purpose
177981,Stainless Steel
126392,Stainless Steel
151391,PVC
175361,Red Oak Red Oak
126399,Steel
163376,Steel
126397,Fiberglass
126395,Stainless Steel
163380,Aluminum Glass Glass
175359,Rubber
175356,Metal
175358,Vinyl
175352,High Speed Steel
175351,Stone
175354,Glass
175353,Plastic
175350,Wood
126389,Wood
163367,Steel
126387,Wire Glass
163365,Acrylic
126386,Synthetic/Microfiber
126382,Other Polyester
163371,Metal
175349,Steel Steel Steel
175345,Metal Metal Faux Leather
151398,Red Oak
175346,Oil
175341,Metal
175343,Stainless Steel
151393,Solid Brass
153992,Vitreous China Solid Wood Quartz
153993,Metal
165979,Aluminum Resin
165978,Vitreous China Solid Wood Granite
138359,Cast Iron
153997,Brass
163313,Steel Steel
165974,Polyethylene
163310,Polypropylene
165972,Plywood MDF
177959,No Shelf Glass
151327,Cast Iron
177957,Other
151324,Plywood
151323,HDPE(High Density Polethylene)
138368,Metal
151322,Ceramic
177954,Plastic
151321,Metal Metal
177951,Metal
177952,Plastic
138361,Steel
138362,Aluminum
163309,Steel
165968,Iron
153983,Polyfiber Aluminum
165966,Steel
153985,Metal
165965,Composite
163301,Steel
165964,Acrylic
153989,Brass
165961,Rubber/Brass
177948,Metal
177946,Stainless Steel
151336,PVC
177944,Polyethylene Polyethylene
151334,Steel
177942,Steel
177943,Metal
151330,Solid Wood Porcelain
138375,Glass
165999,Carbon Steel Wire Rubber
165998,Cast Metal
165997,Brass Multi-Surface
163335,Stainless Steel
163332,Foam Steel
165994,Laminate High Density Fiberboard (HDF)
165992,Stainless Steel
165991,PEX Copper
165990,Aluminum
138382,Aluminum
175319,PVC
177979,Aluminum Resin
175315,Jute Synthetic
175318,Brass
177978,Metal
138389,Copper
175312,Brass Metal
175311,Cardboard Proprietary
175314,Fiberglass
138388,Travertine
175313,Limestone
177974,Glass
177971,Fiberglass
151340,Wood Banana leaves mahogany solids plywood
177972,Other
138383,Polyethylene
138384,Polyethylene
177970,Aluminum
165989,Stone
165988,Oil
165987,Chrome Ceramic
165986,Metal
165984,Brass
165980,Metal
175309,Steel
138393,Steel
175308,Steel
175305,Galvanized Steel
177968,Granite
175304,PVC PVC
177969,Fiberglass
175307,Cardboard Synthetic
177966,Brass Chrome
175306,Polyester
175301,Aluminum
177964,Alloy
151355,Steel
175300,Vitreous China
175303,HDPE(High Density Polethylene)
177962,Wood wood
177961,Polyester Latex Other Synthetic
138394,Composite
175381,Rubber Synthetic
175380,Metal Metal
175382,Steel
175374,Plastic
175375,Aluminum
175372,Copper
163389,Multi-Purpose Brass
163387,Plastic
163388,PVC PVC
163392,Plastic
175369,Metal
175368,Steel
175363,Wood
175362,Diamond Stone
175365,Acrylic
175364,Rubber
175399,Elegant die cast aluminum
175396,Cast Metal
175395,Steel
175398,Brass
175393,Fiberglass
175390,Wood Frame: Birchwood; Upholstery: 100% Linen with Stainless Steel Nail Heads
175389,Metal
175386,Vitreous China
138714,Metal Steel
102761,water
138710,Wood
138718,Wire Metal
126725,Other
102752,Plastic Plastic
102751,Other
138720,Metal
102753,Vinyl
102755,Other Wood
102758,Polyester Latex Other Synthetic
126728,Porcelain
114738,Plastic Plastic
138727,Vitreous China
138728,Steel Steel
138726,Multi-Purpose
102770,Composite
102772,Steel
138722,Glass
114734,Plastic Steel
114735,Steel
114737,Composite
100108,Vitreous China
126715,steel
126714,Marble
126710,Fiberglass
114740,Steel
100100,Aluminum
138731,Laminate HDF
100102,Steel
102765,Metal
102764,Wood
102767,Resin
100106,Other Acrylonitrile Butadiene Styrene (ABS)
102769,Wood
126718,Steel
114728,Metal
114729,Metal Metal
138734,Steel
138733,Medium Density Fiberboard (MDF)
114720,Acrylic
114723,Jute Synthetic
114725,Cast Iron
114726,PEX Brass
151706,Other
102738,Glass
126705,PVC PVC
151704,Steel
151703,Wood
102739,Aluminum Poly
126702,Oil
102730,Metal
138741,Aluminum Aluminum
102731,30% diisononyl phthalate 28% PVC 25% calcium carbonate 17% polyester 100
126708,Porcelain Medium Density Fiberboard (MDF) Marble
114717,Galvanized Steel
138745,Wood wood
138746,Ceramic
102750,Plastic Plastic
114711,Vinyl
114712,Laminate
114713,Steel
114714,Steel
114715,Laminate Medium Density Fiberboard paper resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive
151716,Polyfiber
102748,Wire Glass
151712,Wood
102740,Aluminum
138750,Other
102742,Multi-Purpose Steel
102745,Steel
102747,Galvanized Steel Steel
112129,Metal
112127,Multi-Purpose Diamond
100142,Steel
100143,Cast Iron
114785,Cast Iron
114788,PVC
114789,Laminate
124107,Laminate
114792,Plastic
124104,Metal
126765,Jute Nylon Synthetic
112133,Porcelain
100134,Other
112131,Cardboard Proprietary
100136,Vitreous China
100137,Epoxy/2 part
100139,Bi-Metal Multi-Purpose
112118,Laminate
100151,Acrylic
112113,Glass Solid Wood Glass
124100,Zinc
114776,Ash
126758,Galvanized Steel
126755,Wood Steel
114784,Zinc Steel
100145,Composite
100146,Vinyl
100147,Fiberglass
100148,Fiberglass
100149,Porcelain
112107,Glass
102780,Aluminum
112103,Brass Brass Porcelain
100121,Acrylic
114763,Stainless Steel
126751,Wood
126750,Plastic
114766,Plastic Glass
114767,Plastic
100119,Nylon/Polyester Blend
126749,Steel Steel
126748,Steel
114770,Polyethylene Polyethylene
114772,Fibre Reinforced Polymer (FRP)
102774,Multi-Purpose Carbide
102776,Brass Ceramic
102775,Copper
100115,Composite
100117,Asian hardwood legs with Asian hardwood veneer over MDF
100118,Steel Fiberglass
102779,Ceramic
138705,Carbide
102790,Glass
102792,Epoxy/2 part
138701,Multi-Purpose
100131,Plastic
126741,Metal
114754,Stainless Steel
114755,Other
138709,Medium Density Fiberboard (MDF)
138707,Cast Iron
114759,Plastic
126735,Composite
114760,Rubber
100122,Steel
112100,Plastic
100123,Plastic
102787,Resin
100125,Metal Metal
100126,Metal Plastic Metal Composite
100128,Polyethylene
100181,Medium Density Fiberboard (MDF)
100183,Fiberglass
100184,Steel
136137,Fabric
100185,Metal
100187,Metal SS/Plastic/Metal/Heater Element
148120,Cultured Marble
175739,Rubber
175733,Metal
175736,Steel
175735,Porcelain
100177,Metal
136144,PVC PVC
112176,PVC
100179,Paper Steel
151761,Polyester Latex Other Synthetic
151760,Plastic
112170,Plastic
100191,Steel Aluminum
100193,Wood
163747,Metal
100195,Galvanized Steel
112159,Vinyl
112158,Wood
136147,Cardboard Proprietary
112157,Aluminum
124144,Vitreous China
124140,Composite
124141,PVC
148130,Laminate
100190,Manufactured from laminated particle board
175727,Recycled Foam 90
175726,Vinyl
124139,Carbide
175729,Nylon Stainless Steel
175728,Steel
151778,Metal
151777,100% Polyester 0
124135,Plastic
124136,Metal
175724,Zinc Coated Galvanized Steel
100188,Steel
112166,Metal
151774,Laminate
100189,MDF / Composite Wood
151773,Metal
136157,PVC
151772,Metal
136156,Porcelain
136150,Galvanized Steel
112148,PVC PVC
161115,Plastic
100163,Multi-Purpose Diamond
136158,Polycarbonate
100164,Other steel wood
100165,Wood
112145,Metal
148144,Resin
126795,Steel Brass
148146,Steel Brass
126792,Brass
163770,Vitreous China
126791,Porcelain-Coated Cast Iron
148143,Laminate
136160,Plastic
175756,Metal
126788,Aluminum
124124,Copper
175758,Polyester
126786,Foam Steel
100155,Bamboo
136166,Faux wood
175752,Polyurethane
112154,Acrylic
136165,Medium Density Fiberboard (MDF)
175751,Metal Ceramic
100157,Steel Steel
112153,Vinyl
175754,Stainless Steel
100158,Ceramic Fireclay
175750,Metal Metal
100170,Steel
112139,Vinyl
100172,Acrylic
148150,Copper
163768,Metal
100176,Metal
112134,Other Fiberglass
114796,Fabric
124122,Multi-Purpose BiMetal
114797,Galvanized Steel
148156,Black malleable iron Iron
114798,PVC
124120,Acrylic
161102,Steel
163760,Vitreous China Medium Density Fiberboard (MDF) Granite
126779,Copper
124115,No Shelf Glass
175745,Metal
175747,Other
126775,Stainless Steel
175746,Fiberglass
136177,Wood
151796,Galvanized Steel
175741,Polypropylene
100167,Steel
175743,Metal
100169,Powder-Coated Steel
112141,Steel
136173,Travertine
136175,Marble
124191,PVC PVC
138756,Manufactured from certified Environmentally Preferred laminated particle panels.
138755,Galvinized Steel
124199,Zinc
124197,PVC
124195,Medium Density Fiberboard (MDF)
151726,CPVC Chlorinated Poly Vinyl Chloride (CPVC)
151725,Wood
124180,Polyethylene
136108,Wood
136103,Steel
151734,Aluminum Aluminum
124179,Metal
136113,Steel
136112,Wood Carbide
138778,Oak Wood Northern Red Oak
136114,Rubber
163735,Plastic
136117,Jute Synthetic
138776,ABS Acrylonitrile Butadiene Styrene (ABS)
112189,Other
124177,Plastic Plastic
148100,Composite Oak
148101,Cast Metal
163731,Ceramic
148102,Other Stainless Steel
124174,Wood
112191,Medium Density Fiberboard (MDF)
151749,Vinyl
175716,Metal
175715,Steel
175718,Acrylic
175717,Laminate Medium Density Fiberboard paper resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive
175711,Steel
151743,Carbide
175714,Metal
175713,Polypropylene
100199,Foam Steel
138785,Wood
136121,Acrylic
151740,Wood
138781,Steel Steel
112194,Latex
163725,Steel
163726,Metal
163723,Plastic
138787,High Speed Steel
136127,Vitreous China Granite
124166,Steel
148113,Aluminum
148114,Aluminum
175709,Polyester Latex Other Synthetic
124160,Vinyl
124161,Polyester Latex Other Synthetic
175705,ABS Acrylonitrile Butadiene Styrene (ABS)
175704,Steel
175707,Zinc
151757,Brass Brass
175701,Nylon
148106,Rubber
151753,Plastic
112188,Brass
138796,Other
112187,Other
136135,Plastic
112184,Plastic
112183,PVC
112181,Metal
136130,Solid Brass
138791,Thermoplastic
148084,Steel
161052,Steel
148087,Wire
161053,Composite
173038,Nylon Plastic
173039,Polyester Latex Other Synthetic
173035,Plastic
173036,Metal
173030,PVC PVC
173031,Steel
173032,Acrylic
175695,Solid Brass
173033,Metal
161049,Acrylic
173027,Nylon/Polyester Blend
173028,Rubber
173023,Other Wood Birch
175686,Stone
173024,Composite
175685,Nylon Stainless Steel
175688,Vinyl
173026,Porcelain
175687,Travertine
173020,Plastic
173021,Polyurethane
175684,Marble
124092,Vinyl
173061,Polyester Aluminum
124091,Brass Plastic
173062,Vitreous China
161078,Steel
124098,PVC PVC
161073,Composite
173056,Polyester Latex Other Synthetic
173057,Other
173059,Porcelain
