id,product_uid,similarity_search_term_to_title,similarity_search_term_to_description,similarity_search_term_to_brand,similarity_search_term_to_materials,relevance
22590,104342,0.696169,0.518833,-8.39E-05,0,2.33
22593,104343,0.523652,0.108703,0.0192816,0,3
22594,104343,0.525733,0.130169,0.000977828,0,2
22597,104343,0.377291,0.11896,0,0,1.67
22598,104343,0.517037,0.156021,0.0842059,0,2.67
22603,104343,0.602174,-0.0187405,0,0,2.33
22607,104346,0.00704627,0.0989809,0.000226803,0,1.33
22613,104347,0.452339,0.321575,0.00013667,0,2
22619,104349,0.0777211,0.0272636,0,0,2.67
22635,104352,0.263561,0.360426,0.114269,0,1
22640,104352,0.394246,0.269513,0.131221,0,1.33
22647,104353,0.450949,0.313172,1,0,3
22651,104355,0.401667,0.230106,-9.05E-08,0,1.67
22652,104356,0.251232,0.411866,0.00560303,0.000206095,2.33
22656,104358,0.332869,0.261977,3.58E-05,0,2.33
22660,104358,0.565044,0.349522,3.14E-05,0,3
22662,104359,0.439421,0.135535,6.90E-05,0,2.67
22663,104360,0.427638,0.49751,-0.00658394,0.000868292,1.67
22665,104360,0.454644,0.083697,-0.000265064,0.000868292,1.33
22667,104360,0.0625627,0.0400587,-0.000303166,0,2.67
22668,104360,0.297378,0.0273423,-0.000265064,0,1
22669,104360,0.0728334,0.0327513,-3.70E-05,0.000868292,2
22670,104360,0.701234,0.174918,-0.00706884,-3.98E-06,3
22671,104360,0.416269,0.0328069,0.724896,0,2.67
22673,104360,0.537355,0.101073,-0.000303166,0,2
22676,104362,0.182891,-0.00225692,1.58E-09,0,2.33
22679,104364,0.284638,0.00355715,0.00530252,0.000759643,1.33
22681,104365,0.326138,0.0180937,0.000373732,0,2.33
22682,104365,-0.00276413,0.027583,-0.0217318,0,3
22687,104368,0.310129,0.277064,0,0,3
22691,104370,0.634683,0.146867,0,0,2.33
22699,104373,0.0984975,0.051342,-0.0275495,1.45E-06,2.67
22705,104374,0.572043,0.312666,-0.000361668,0,2.67
22707,104375,0.00435977,0.183523,0,0,1.67
22709,104376,0.517475,0.240162,0.201894,0,2.67
22710,104376,0.517475,0.240162,0.201894,0,2
22714,104377,0.06608,0.176859,0,0,1.67
22716,104379,0.637616,0.363271,0.0358995,0,1.33
22719,104379,0.559732,0.312516,-0.0238288,0,3
22722,104379,0.715037,0.508098,-0.0202265,0,2.33
22724,104380,0.201177,0.110449,-0.0185047,-1.69E-05,2.67
22727,104381,0.041771,0.0594672,0.110356,0,2.33
22730,104381,0.0211151,-0.0327018,-0.0247345,0,2
22742,104382,-0.0350748,0.128517,8.73E-05,0,2
22743,104382,-0.0325906,0.138733,8.73E-05,0,2
22748,104384,0.745187,0.198479,-1.02E-05,0.696741,2.67
22749,104384,0.32263,0.283613,-0.00366733,0.707302,2.67
22756,104384,0.372978,0.156787,-1.02E-05,0.968557,3
22758,104384,0.523897,0.200055,-0.00011998,0.696741,2.33
22760,104384,0.162116,0.334015,0.00190486,0,2.67
22763,104385,0.284328,0.134655,-4.84E-07,0,2.67
22764,104385,0.154904,0.135263,-4.84E-07,0,2.67
22770,104388,0.602907,0.310858,-0.0526095,0,2
22772,104389,0.30523,0.323795,-1.39E-08,0,2
22784,104394,0.850097,0.412915,0.00046109,0,2
22786,104394,0.0605338,0.0291561,0.999843,0,2
22790,104395,0.154704,-0.021869,-8.66E-08,0,3
22791,104396,0.519577,0.133432,-0.0153143,1,2.33
22792,104396,0.402864,0.123887,0.0879921,0,3
22800,104399,0.286569,0.30286,-0.00675747,0,2.67
22802,104400,0.634673,0.591193,0,0,1.67
22805,104400,0.00650074,0.0488124,-0.000163607,0,2.33
22808,104400,-0.0112225,-0.0104701,0,0,2.67
22809,104401,0.144489,0.188447,8.85E-10,0,3
22814,104404,0.675077,0.47089,-3.92E-09,0,2.67
22815,104405,0.133222,0.291868,0,0,2.67
22816,104406,0.615867,0.134629,0,0,2.33
22819,104406,0.603371,0.143459,0,0,2.67
22821,104407,0.698534,0.257881,1,0,2
22828,104408,0.384456,0.685735,0.998797,0,3
22830,104408,0.396915,0.46286,-2.34E-05,0,3
22832,104408,0.387104,0.461282,-2.34E-05,0,2.33
22833,104408,0.379725,0.448986,-2.34E-05,0,1.33
22836,104411,0.258389,0.133185,-0.135029,0,2.67
22840,104413,0.309359,0.236707,1,0,3
22846,104414,0.0845513,0.157284,0.0346162,-1.27E-05,2.67
22848,104415,0.282067,-0.000968634,2.61E-09,0,2
22849,104416,0.77773,0.0377133,-1.26E-07,0,2.67
22853,104418,0,0,0,0,2
22862,104419,0.417558,0.0278283,0,0,2.33
22867,104421,0.940551,0.0161023,0,0,1.67
22869,104422,0.370757,0.265839,-6.68E-05,4.21E-07,2
22873,104424,0.0857909,0.213519,1.22E-08,0,3
22876,104426,0.483808,0.300514,0.73691,3.18E-06,2
22878,104426,0.511071,0.353919,0.73596,3.18E-06,2.67
22884,104427,0.0392105,-0.0281298,0,0,3
22887,104428,0.189443,0.0572374,0,0,3
22888,104429,0.447327,0.0867773,0.00186492,0,2
22889,104429,0.0506629,0.029817,0,0,2
22893,104429,0.32903,0.0732258,-2.96E-05,0,3
22894,104429,0.272719,0.137068,0,0,2.33
22895,104429,0.569056,0.204074,0.000513213,0,3
22898,104429,0.447327,0.0823518,0.00186492,0,2.33
22899,104429,0.494534,0.392965,0.000306594,0,2.33
22901,104430,0.37713,0.165409,-0.0826649,0,3
22905,104431,0.219574,0.113326,-0.0073292,0,2.67
22907,104432,0.25376,0.0859459,-1.86E-08,0,2
22908,104433,0.512172,0.193701,-0.0495222,-0.000309625,2.67
22910,104433,0.495935,0.17431,-0.0642749,-0.000479523,2.33
22914,104433,0.568439,0.270964,-0.0602212,0.696858,2.67
22915,104433,0.388779,0.278206,-0.0819962,0.708526,3
22916,104434,0.703298,0.462911,-0.00477404,8.63E-05,3
22924,104435,0.573195,0.0990286,0.000319016,0,2.67
22925,104436,0.136474,0.10915,1.31E-08,0,3
22927,104437,-0.0570007,-0.0467032,3.53E-09,0,3
22930,104439,0.27706,0.265631,0,0,2.33
22931,104439,0.340288,0.134603,-8.05E-05,0,1.33
22932,104439,0.665581,0.295425,1,0,2.67
22935,104441,0.519888,0.566041,1.88E-09,0,2.67
22936,104442,0.0795427,0.0945058,0.0228625,0,2.67
22937,104442,0.35749,0.351052,0,-0.000446466,2.67
22939,104442,0.117238,0.14128,-0.0100835,0,2
22942,104443,-0.0134734,0.0129501,0.0148264,0,2
22943,104443,-0.015229,0.14833,0,0,2.67
22944,104444,0.000411794,0.410654,0,0,2.67
22945,104445,0.42303,-0.0271709,1.31E-08,0,2.67
22946,104446,0.170676,0.312594,-0.0227692,0,2.67
22947,104446,0.344783,0.00562484,0,0,1.67
22948,104446,0.563457,0.0869258,0.0248814,0,2.67
22949,104446,0.0430346,0.253899,0,0,2.33
22951,104446,0.196289,0.488983,0,0,2
22958,104447,0.76243,0.382389,1,0,2.67
22965,104449,0.492026,0.434614,0.736625,3.18E-06,2
22967,104450,0.670897,0.585522,0.000212325,0,3
22968,104450,0.112753,0.218475,-0.000160993,-0.00134629,2.33
22969,104450,0.0186778,0.0476603,0,1.40E-05,2.33
22970,104450,0.282714,0.437476,-0.000268422,-0.00134629,2.67
22971,104450,0.264547,0.321235,-0.000266381,1.40E-05,2.67
22972,104450,0.171556,0.115824,-0.000299935,-0.000100561,2
22974,104450,0.19028,0.305399,-0.000212314,1,2.33
22978,104451,0.0432122,0.25572,2.25E-10,0,2
22979,104452,0.383267,0.138378,-1.31E-08,0,3
22981,104453,0,0,0,0,3
22984,104454,0.115453,0.228157,0.34822,-0.000205341,3
22988,104455,0.514425,0.342642,8.76E-09,0,3
22991,104456,0.478544,0.463161,0.111972,0,2
22993,104456,0.469849,0.248493,-0.0193296,0,2.67
23001,104459,0.618068,0.0222189,-8.72E-05,0,2
23016,104461,0.53047,0.303782,-4.08E-09,0,2
23018,104462,0.46908,0.0948767,0,0,3
23020,104464,0.0337601,0.231604,0.024692,0,3
23023,104464,0.0124107,0.135444,0,0,3
23025,104464,0.0350184,0.105173,9.70E-05,0,2.67
23026,104465,0.973565,0.534238,0.0351645,0,3
23039,104468,0.470598,0.209747,0,0,2.67
23040,104468,0,0,0,0,2.33
23045,104469,0.414432,0.271582,-0.000183223,3.22E-07,3
23046,104469,0.559788,0.0815275,0,-6.97E-05,2.33
23050,104470,0.667551,0.430121,-0.00232256,0.999861,3
23051,104470,0.879581,0.580416,0,-0.000402197,2
23053,104471,0.278588,0.154589,0,0,2.67
23055,104472,0.316832,0.092483,0.00367083,8.80E-05,3
23057,104474,0.254217,0.351566,-1.06E-08,0,2.33
23060,104475,0.613624,0.324127,0.000123787,-1.40E-05,3
23063,104475,0.225807,0.127615,0.00396007,0,1.67
23065,104475,0.232542,0.17865,0.00396007,0,3
23070,104477,0.48478,0.294754,0,-0.000248577,2
23071,104478,0.0182619,0.137021,0.00299582,0,3
23073,104478,0.446559,0.32019,-0.120391,0,3
23074,104478,0.611418,0.044782,-0.0215816,0.500009,2.33
23077,104478,0.565437,0.448293,0,0,2
23079,104478,0.637123,0.388855,-0.132342,0,3
23080,104479,0.368152,0.33623,1.13E-06,0,3
23081,104479,0.423675,0.222182,0,0,2.67
23082,104479,0.199567,0.0490353,6.41E-06,5.92E-07,2.67
23084,104480,0.554415,0.192674,-0.0456527,0,2.67
23085,104480,0.625266,0.132283,-0.0453488,0,2.33
23091,104481,0.039698,0.186712,9.85E-05,0,2.67
23094,104481,0.0466787,0.0410346,0,0,3
23095,104481,0.0282785,0.381781,9.85E-05,0,2.33
23097,104482,0.186655,0.262376,-4.51E-09,0,3
23103,104484,-0.00133801,0.0524561,0,0,2.67
23110,104487,0.350286,0.287092,0,0,2.67
23111,104488,0.431077,0.0271561,0,0,3
23113,104489,0.722017,0.289935,0.00444573,0,2
23120,104489,0.0375131,0.097519,-0.0158714,0,3
23130,104493,0.841769,0.627435,0.0544362,0,1.67
23131,104493,0.808153,0.64886,0,0,2.67
23132,104493,0,0,0,0,1.33
23135,104493,0.669924,0.283743,0.930013,0,2.33
23136,104494,0.460176,0.404654,1.71E-10,0,3
23142,104498,0.412375,0.26741,0.99802,-5.05E-05,2
23144,104498,0.218487,0.258286,-0.0101164,0,3
23145,104498,0.219648,0.258851,-0.0101164,0,2.33
23147,104499,0.550036,0.275888,-7.96E-09,0,2.33
23148,104500,0.644986,0.228067,-0.00310126,0,2
23149,104500,0.59535,0.351499,0.0369709,0,2
23150,104501,0.255921,0.118183,3.70E-10,0,2.67
23151,104502,0.374846,0.246949,0,0.998203,3
23153,104502,0.50626,0.403038,0,0.998405,3
23155,104503,0.441934,0.0762424,0.999995,1,2.67
23159,104504,0.597016,0.116174,1,0,1.33
23163,104506,0.685458,0.119678,-0.0582336,0,1.67
23164,104506,0.0549719,0.27586,0.0250916,0,3
23166,104507,0.490872,0.0922024,0,0,1.67
23170,104508,0.102498,0.0470911,-0.0333586,0,2.33
23172,104508,0.220984,0.00691945,0,0,2
23174,104508,0.181514,0.142709,0.0688452,0.611603,2.33
23178,104510,0.511998,0.499251,1.50E-08,0,3
23180,104511,0.48515,0.678708,-0.108856,0,3
23185,104512,0.0294601,0.00983984,0,0,1.33
23186,104512,0.224207,0.364029,0.0512859,0,3
23187,104512,0.10516,0.203474,0.0512859,0,2.67
23188,104512,0.522754,0.377793,-0.120391,0,1.67
23196,104513,0.0294453,0.0347005,0,-1.69E-06,2
23199,104513,0.00397088,0.0130092,0,8.85E-07,2.67
23205,104514,0.506722,0.110533,0.790211,0,2.33
23209,104516,0.282985,0.0457003,0,0,1.67
23213,104517,0.0138969,0.217943,-0.0001088,0,1.33
23215,104517,0.0167835,0.213452,0.000114893,-0.00382022,2.33
23216,104517,-0.0204809,0.49393,0.000193552,1,2.67
23220,104519,0.112508,0.0714905,1.27E-09,0,3
23225,104521,0.335524,-0.00280323,0,0,2.67
23232,104523,0.539145,0.303473,3.48E-05,0.893582,2.67
23236,104523,0.249404,0.0944744,1.66E-05,0,3
23241,104525,0.330729,0.0761127,2.73E-08,0,1.33
23244,104526,0.107066,0.11781,-0.208616,0,2.33
23246,104527,0.144328,0.247455,0.00969862,0,1
23248,104527,0.281985,0.161275,0,0.000462124,2.67
23250,104527,0.0198684,0.429646,0.00079789,-8.50E-05,2.33
23252,104527,0.0500681,0.448452,0.000783082,0,3
23254,104527,0.0166447,0.4515,0.000741817,0,2
23256,104529,0.780296,0.817109,1,0,3
23258,104530,0.100336,0.00561964,0,0,2.33
23259,104530,0.638831,0.252818,7.38E-10,0,2.67
23260,104531,0.409041,0.542918,-0.0376594,0,3
23262,104532,0.633269,0.130566,-0.140995,1,2.33
23264,104533,0.512655,0.0986198,0,0,3
23267,104534,0.449283,0.21896,-2.34E-05,2.52E-08,2.33
23268,104535,0.261719,0.360978,0.000458343,3.92E-05,3
23275,104537,0.0393565,0.174106,-5.51E-09,0,1.67
23276,104538,0.959957,0.149926,-0.00513286,-3.14E-06,3
23277,104538,0.754012,0.293056,0.959453,-3.14E-06,3
23292,104540,0.402747,0.122476,0.000664679,0,2.67
23294,104541,0.686991,0.102375,-0.00451788,0,1.67
23296,104541,0.78746,0.133666,-0.00451788,0,2.67
23299,104541,0.340711,0.288795,0.000510111,0,2.67
23305,104543,0.489155,0.264039,2.77E-09,0,2.67
23306,104543,0.593929,0.279137,0,0,2.33
23307,104543,0.367304,0.111361,0,0,2
23311,104544,0.849533,0.381321,-1.15E-08,0,3
23312,104544,0.801736,0.317065,-9.31E-10,0,2.33
23313,104544,0.745193,0.0496327,0,0,1.33
23319,104545,0.450331,0.284118,-0.0451577,0,2.33
23327,104547,0.576665,0.475726,-0.000183223,3.22E-07,3
23330,104549,0.229849,0.215007,0,0,3
23331,104550,0.0994082,0.0410767,7.38E-10,0,1
23334,104552,0.488795,0.0214976,-1.06E-08,0,2.33
23336,104553,0.30001,0.149241,0,0,2.33
23337,104553,0.22324,0.0707799,0,0,2.67
23347,104557,0.127547,0.226885,2.39E-08,0,3
23352,104560,0.722303,0.343998,-1.33E-09,0,2.33
23358,104563,0.0392089,0.0988128,0,0,3
23363,104564,0.199101,0.0463155,0.000142729,0,3
23366,104564,0.230462,0.352231,0,0,2
23375,104566,0.232853,0.358415,-0.00407045,0,3
23376,104567,0.256191,0.173602,-0.0143959,0,2.33
23380,104568,0.061308,0.129634,0,0.707059,1.67
23381,104569,0.0979934,0.0657505,5.61E-10,0,3
23383,104570,0.711044,0.244042,1.70E-09,0,2.67
23384,104571,0.0034905,-0.00264076,-0.0641578,0,1.67
23385,104571,0.446857,0.330272,-0.0590852,0,3
23388,104574,0.199388,0.145138,-0.000520214,0,2
23390,104574,0.548422,0.477744,0.000435553,0,1.67
23394,104574,0.744229,0.776355,-0.000562055,0,3
23397,104574,0.386701,0.756762,-1.02E-05,0,2
23400,104574,0.61379,0.721231,7.92E-07,0,2
23402,104574,0.694741,0.770239,8.72E-05,0,3
23405,104575,0.00703518,0.00639054,0,0,2.33
23408,104578,0.42372,0.295825,0.143386,0,2.33
23410,104579,0.227397,0.16037,0,0,3
23419,104583,0.317861,0.142522,0.772453,0,2
23423,104584,0.204648,0.0905761,0,0,2.67
23424,104585,0.588546,0.302529,0,-0.000295032,2.33
23425,104585,0.430746,0.169686,0.000270602,0,2
23432,104587,0.71897,0.0447228,0.00187881,5.92E-07,1.67
23434,104588,0.650247,0.492414,-0.184459,0,2.33
23441,104589,0.288584,0.202644,-5.50E-06,0,1.33
23444,104589,0.345124,0.0893356,-1.57E-05,0,1.67
23446,104589,0.576029,0.184553,0.000319016,0,3
23447,104589,0.573195,0.144586,0.000319016,0,3
23449,104590,0.447714,0.561872,-7.10E-08,0,3
23455,104593,0.776939,0.434169,0.0544362,0,1.67
23461,104594,0.127059,0.103599,0.000512086,0,2
23462,104594,0.379712,0.039533,0.825938,-0.000726299,2
23463,104594,0.455733,0.237921,0,0,2.33
23465,104594,0.560446,0.18415,0.825938,-0.000726299,2.67
23466,104594,0.404425,0.237345,-0.0121561,0,1.33
23468,104594,0.608849,0.255397,0.830666,-0.000234046,2
23470,104594,0.466638,0.433041,0.078916,-1.00E-06,2.67
23475,104595,0.534221,0.440002,1,0,3
23476,104596,0.48203,0.213038,0,0,2.67
23477,104597,0.545266,0.229919,7.91E-09,0,2
23480,104598,0.338817,0.0996988,0.00165735,0,3
23490,104602,0.523217,0.292104,-0.0143959,0,3
23492,104602,0.318664,0.262075,0,0,3
23497,104605,0.0442012,0.199834,9.81E-09,0,2
23501,104609,0.463624,0.162735,0,0,2.33
23503,104610,0.562941,0.152891,-8.47E-09,0,2
23505,104611,0.0378163,0.0376916,-1.10E-09,0,2.33
23511,104614,0.646249,0.347691,0.115402,0,2.33
23516,104615,0.0147006,0.0223737,0.117744,0,2.67
23517,104616,-0.00227786,0.0274703,-5.31E-11,0,2.67
23520,104618,0.676086,0.451441,1,0,2.67
23523,104618,0.252555,0.205386,-0.00480467,0,2
23524,104618,0.223719,0.109442,-0.0323453,0,1.67
23530,104619,0.187547,0.198672,-2.82E-08,0,2.33
23535,104620,0.289123,0.310148,0.00612152,0,2.67
23537,104621,0.473918,0.198143,1.49E-09,0,3
23538,104622,0.512429,0.260134,2.14E-10,0,3
23539,104622,0.524784,0.271699,2.24E-09,0,3
23543,104623,0.555945,0.411249,-2.69E-09,0,2.67
23545,104624,0.434723,0.0739821,-3.71E-12,0,3
23551,104626,0,0,0,0,3
23552,104627,0.467791,0.411072,0,0,3
23555,104628,0.989728,0.132603,0.0012192,1.77E-06,2
23561,104630,0.241709,0.0927997,-2.93E-09,0,2.67
23563,104631,0.512525,0.236981,0,0,2
23564,104631,0.626456,0.270007,-0.104774,0,2.33
23566,104632,0.47939,0.157714,0.0495886,0,2.33
23570,104634,0.5643,0.201848,-4.86E-10,0,3
23571,104634,0.586709,0.0141716,-2.09E-09,0,3
23573,104635,0.350536,0.358258,0,0,1
23574,104635,-0.0115822,-0.00643871,0.000118914,0,2.33
23576,104635,0.396025,0.0908226,-2.45E-05,0,3
23578,104635,0.175919,0.358504,0.980041,8.86E-07,2.33
23584,104637,0.300359,0.0347967,0.0216788,-0.00047527,2
23585,104637,0.427533,0.250934,0.00243891,1.26E-05,2.67
23586,104638,0.668766,0.228015,-0.0148384,-2.28E-06,1.67
23589,104638,0.446145,0.262329,0,0,2
23590,104638,0.376086,0.193144,0,0,2.67
23591,104638,0.519571,0.320568,0,1,3
23594,104639,0.0354418,0.216907,0.00515221,1,3
23599,104640,0.571103,0.532023,1,0,3
23601,104640,0.598546,0.4375,-2.40E-07,0,2
23602,104640,0.699579,0.576095,1,0,2
23604,104640,0.660694,0.552161,1,0,3
23610,104641,0.0101018,0.0380473,0,-0.000289073,2.67
23613,104643,0.222153,0.320091,0.999918,0,1.33
23618,104644,-0.00144285,0.116178,0.024692,0,2.33
23619,104644,-0.00144285,0.116178,0.024692,0,2
23620,104644,-0.00144285,0.116178,0.024692,0,2.33
23623,104644,0.169013,0.0508523,0.00524816,0,3
23624,104645,0.312731,0.135091,-0.0380556,0.00499624,3
23629,104647,0.377253,0.016114,0.0112884,0,2.67
23630,104648,0.873896,0.260699,0,0,2.33
23631,104649,0,0,0,0,2.33
23632,104649,0.813479,0.357683,0.00061862,0,2.33
23636,104649,0.422539,0.20688,0,0,3
23637,104649,0.00059044,0.126647,-0.00754939,0,3
23639,104649,0,0,0,0,3
23640,104649,0.981451,0.483393,0,0,1.67
23641,104650,0.2741,0.366447,0,0,2.67
23642,104650,0.609624,0.381866,-8.54E-08,0,2.33
23643,104651,0.572529,0.400092,0.775602,0.890091,1.67
23646,104651,0.458226,0.461365,1.33E-05,0.890091,2.67
23653,104655,0.640852,0.562502,-4.51E-09,0,3
23657,104656,0.137781,0.146929,0,0,2.33
23659,104657,-0.0252362,0.0675846,2.25E-10,0,2.67
23667,104661,0.607127,0.627489,0.0764367,0,3
23668,104661,0.730411,0.676095,0.761928,0,2.33
23673,104662,0.463264,0.0995336,-0.0101248,0,2.67
23684,104664,0.585924,0.20369,1.50E-05,0.0013836,3
23685,104664,0.51097,0.254433,1.78E-05,0,3
23687,104664,0.366778,0.165709,1.82E-05,0,2.67
23690,104666,0.945686,0.54311,-7.62E-09,0,3
23693,104668,-0.00520194,-0.000725133,0,2.46E-05,1
23694,104668,0.456167,0.372244,-0.000585961,0,2.67
23696,104669,0.0963955,0.223859,0,0,2.67
23697,104670,0.419191,0.330205,-2.64E-09,0,3
23698,104670,0.353455,0.2155,-4.70E-09,0,3
23699,104671,0.586627,0.390658,1,0,2.67
23700,104671,0.39184,0.214447,-5.51E-05,0,1.33
23703,104672,0.019412,0.032207,-9.16E-09,0,1.67
23704,104672,0.551845,0.22422,1.90E-09,0,2
23709,104674,0.353408,0.214885,-0.111649,0,2.67
23713,104674,0.384168,0.193882,0.0560097,0,2.33
23715,104674,0.462264,0.318839,-0.0089932,0,1.67
23716,104675,0.241988,0.109456,-7.56E-09,0,2.67
23717,104675,0.298193,0.275143,-8.47E-09,0,3
23723,104677,0.318483,0.103774,0,0,2.67
23725,104678,0.0153613,0.204289,0.0270832,0,2.33
23726,104678,0.0606825,0.207195,0.0270832,0,2.33
23731,104679,0.0991462,0.178489,3.84E-10,0,3
23733,104680,0.0221748,0.13371,-1.57E-05,0,2.33
23737,104680,0.631511,0.291669,0.999946,0,2.33
23740,104680,0.023519,0.0283576,-0.000285932,0,2.33
23742,104680,0.0263618,0.0589335,-5.66E-06,0,2
23743,104680,0.458974,0.0723179,0.999978,7.45E-06,3
23747,104680,0.0381603,0.0760594,0,7.45E-06,2.67
23751,104681,0.0904149,0.116859,-0.00228138,0,2
23753,104682,0.475009,0.0498013,0,0,3
23754,104682,0.782196,0.293893,-1.32E-06,0,3
23756,104682,0.66528,0.223512,-0.00104325,0,2.67
23760,104684,0.0118806,0.603256,0.0419396,0,2.33
23766,104686,0.348926,0.547107,-0.152979,0,2.33
23768,104687,0.77227,0.529916,-2.64E-08,0,3
23770,104688,0.421202,0.0646383,0.106562,0,3
23775,104689,0.623643,0.644161,-0.112126,0,2.67
23781,104690,0.50944,0.576108,-0.0215412,0,3
23782,104690,0.415827,0.400869,0.0108643,0,2
23786,104691,0.301082,0.58176,0,0,1.67
23788,104691,-0.021699,0.244709,0.00195988,0,1.67
23789,104691,-0.0328257,0.450329,0,0,2
23793,104691,0.259766,0.137212,-0.000592184,0,2.33
23794,104691,0.25944,0.135693,-0.000592184,0,3
23795,104691,0.458573,0.135035,-0.000165998,0,2.67
23799,104691,0.504729,0.429448,-3.20E-05,0,2.67
23805,104691,0,0,0,0,3
23807,104691,0.405819,0.418703,1,0,2.67
23813,104691,0.780291,0.398335,1,0,3
23818,104691,0.523432,0.271805,0.99893,0,2.67
23819,104691,0.559126,0.302467,0.999721,0,1.33
23820,104691,0.379023,0.189014,0.758314,0,2
23822,104691,0.60155,0.347514,1,0,2
23823,104691,0.483765,0.314595,0.99893,0,2.33
23824,104691,0.0455269,0.274096,0.00186492,0,1.33
23826,104691,0.401488,0.140779,-0.000592184,0,2.67
23828,104692,0.384567,0.142595,-1.92E-08,0,2.67
23829,104693,0.183305,0.144392,0,0,3
23831,104694,0.48544,0.206002,0,0,2.67
23832,104695,0.36886,0.564353,5.57E-11,0,2.33
23833,104695,0.0115603,0.0318874,0,0,2.67
23834,104695,0.705026,0.40484,0,0,2.33
23837,104697,0.708138,0.584185,0.999998,0,3
23839,104698,0,0.0364634,0,0,1.33
23844,104699,0.554092,0.447253,-8.15E-09,0,2.67
23847,104701,0.664653,0.285797,0,0,3
23852,104702,0.333196,0.220173,0.999085,1,2
23856,104703,0.750248,0.226823,0,0,3
23860,104705,0.429087,0.293669,-4.58E-09,0,3
23861,104706,0.380254,0.246126,0.000155414,0,2.33
23863,104706,0.561435,0.400724,0.999995,0,2.67
23864,104707,0.248172,0.0845943,0,0,3
23865,104707,0.997634,0.111624,0.0173489,0,2
23867,104708,0.00146952,0.169115,0.024692,0,1.67
23871,104708,0.00146952,0.173883,0.024692,0,3
23872,104708,0.00146952,0.169115,0.024692,0,2.33
23873,104708,0.00146952,0.169115,0.024692,0,2.33
23877,104710,0.382803,0.103163,0,0,3
23878,104711,0.343872,0.0220755,-0.0408817,0,2.67
23885,104712,0.143463,0.387866,0,0,3
23901,104714,0.899646,0.342076,1,0,2.33
23902,104715,0.0573224,0.0703325,0,0,2
23906,104719,0.443028,0.272835,-3.63E-09,0,3
23908,104720,0.144372,0.154188,0.166585,0,3
23913,104722,0.342573,0.00379596,0.0034624,0,3
23918,104723,0.0992446,0.0478296,0,0,3
23922,104725,0.344521,0.0111333,0,0,2.67
23925,104728,0.155479,0.0407169,0,0,2.33
23926,104729,0.297799,0.219562,-4.98E-09,0,3
23927,104730,0.652015,0.359842,1.70E-09,0,3
23928,104731,0.260456,0.316812,4.31E-06,0,3
23931,104732,0.217028,0.146535,1.25E-07,0,3
23935,104735,0.530328,0.153521,4.63E-08,0,1.33
23940,104738,0.00600573,0.0268991,-3.43E-06,-1.00E-06,3
23941,104738,0.138911,0.185564,0,0,1.67
23943,104739,-0.0170989,0.493648,0,0,2.67
23945,104741,0.659378,0.177798,0,-2.27E-05,3
23950,104742,0.480564,0.334839,-0.023121,0,2
23952,104742,0.473657,0.505366,0.0145074,0,3
23953,104742,0.471006,0.387499,0.0145074,0,3
23955,104742,0.511171,0.385531,0.0145074,0,2.33
23958,104743,-0.00357707,-0.00226805,0,0,1.67
23960,104745,0.266084,0.246124,0,0,3
23961,104746,0.131149,0.00077221,0,0,2.33
23962,104746,0.349096,0.0871174,0.0672648,0,2.67
23963,104746,0.0053901,0.527434,0.00367091,1.38E-05,2
23964,104746,0.286877,0.264413,-0.0023134,1,2.67
23973,104750,0.667822,0.517116,0,-5.35E-05,2.33
23974,104750,0.660149,0.515352,0,-5.35E-05,2.33
23976,104750,0.534596,0.218758,0.011599,0,2.33
23977,104751,0.0438144,0.352,0.000470741,0,2.67
23978,104751,0.03464,0.219309,0,0,2.33
23981,104753,0.703281,0.418391,0.208828,0,2.67
23985,104755,0.00715558,0.0963889,0,0,1.67
23989,104755,0.0676007,0.0782987,0.0391882,0,2.33
23991,104755,0,0.0936888,0,0,2.33
23993,104756,0.351015,0.258455,-1.62E-05,0,3
23994,104756,0.143781,0.162798,-0.0014251,0,3
23997,104757,0.512186,0.552499,0,0,2.67
23998,104758,0.737504,0.250189,0.0048424,0.000163164,2
24003,104759,0.425214,0.549008,1,0,2.67
24009,104761,0.737392,0.0626588,-0.0453488,0,2.67
24010,104761,0.590488,0.056811,-0.0453488,0,2.67
24014,104761,0.0759883,0.16372,-0.35038,0,2.33
24020,104764,0.613088,0.390775,0,0,3
24022,104764,0.0313001,0.22407,0,0,2
24029,104764,0.499561,0.597439,-2.80E-06,0,2.67
24036,104764,0.385486,0.265076,0,0,2.67
24038,104764,0.0280241,0.172768,0.000137796,0,1.67
24039,104764,0.0340678,0.119383,0.000150843,0,2.67
24041,104765,0.131185,-0.00636814,-0.0505953,0,1.67
24043,104765,0.00439997,0.106752,0,0,2
24045,104766,0.677119,0.191845,0.0012192,1.77E-06,3
24047,104766,0.637404,0.110443,0.0032924,1.77E-06,2
24050,104768,0,0.0565892,0,0,2.33
24052,104769,0.620112,0.483823,0,0,3
24056,104770,0.0641328,0.0472916,0,0,1
24057,104770,0.00188701,0.00137432,-0.193601,0,1.33
24058,104770,0.0252826,0.0465427,0.127167,0,1
24060,104770,0.0150094,0.0205063,0.0240243,0,2.33
24065,104770,0.0220444,0.0128817,0.0228653,0,2
24067,104771,0.734289,0.436761,2.30E-09,0,2.67
24068,104772,0.0182082,0.0471573,0.000304892,0,2.67
24071,104773,0.64597,0.275376,0.00121244,0,3
24080,104775,0.3153,0.194039,0,1,3
