id,product_uid,relevance,similarity_search_term_to_title,similarity_search_term_to_description,similarity_search_term_to_brand,similarity_search_term_to_materials
8025,101354,3,0.459596,0.34241,0.000696839,0.999678
8026,101354,2,0.461156,0.342191,0.000696839,0.999678
8027,101355,2,0.197144,0.177142,-0.12691,9.54E-09
8038,101356,2,0.729746,0.557153,0.025558,0
8041,101357,2.67,0.263674,0.213186,1,0
8042,101357,1.33,0.234483,0.151636,0.983323,0
8060,101358,1.67,0.515384,0.701302,0.789554,0
8062,101358,2.33,-0.00853068,0.285825,0.000202093,0
8065,101359,1.33,0.55441,0.721842,-0.296584,0
8066,101359,1.67,0.55441,0.721842,-0.296584,0
8067,101360,3,0.933546,0.316117,0,0
8072,101362,3,0.68151,0.161594,0,0
8075,101364,2.33,0.489079,0.138018,0.000547996,-8.66E-08
8092,101367,3,0.672527,0.469715,1,0
8094,101367,2.67,0.426698,0.419889,0.999965,0
8099,101369,2.67,0.574027,0.35513,0.0111569,0.499996
8100,101369,1,0.0213423,0.111084,0.0462766,0
8105,101370,3,0.135839,0.167412,0,-1.00E-06
8111,101372,2.67,0.179461,0.415652,0,0
8114,101373,3,0.656151,0.613512,0.000821754,0
8115,101373,3,0.687582,0.643327,0.99999,0
8120,101375,3,0.48137,0.298529,0,0
8133,101378,1.67,0.635012,0.661855,0,0
8136,101378,3,0.721346,0.760641,0,0
8137,101378,2.33,0.791849,0.684214,0.999895,0
8138,101378,3,0.790543,0.700858,1,0
8139,101378,2,0.790543,0.700858,1,0
8140,101378,2,0.412116,0.234815,0.00600853,0
8145,101381,2.67,0.422403,0.466063,-0.00804746,0
8153,101382,3,0.29187,0.319554,0,0
8159,101383,3,0.617751,0.449951,1,0
8161,101383,3,0.437112,0.53218,1,0
8163,101383,2.33,0.309622,0.414268,-1.91E-05,0
8164,101383,2,0.291774,0.335365,0,-3.22E-05
8167,101384,2,0.0193091,0.396926,0.000415485,0
8173,101386,2.33,0.567485,0.461849,-0.00685681,0
8177,101387,3,0.0686466,0.360809,-0.258839,0.000268239
8179,101387,3,0.655547,0.198287,-0.409253,0
8182,101388,3,0.553297,0.564269,-0.00465247,0
8183,101389,1,0,0.0338348,0,0
8186,101389,2.67,0.633043,0.373584,-6.83E-06,0.894231
8187,101389,2.33,0.633043,0.373584,-6.83E-06,0.894231
8194,101391,1.33,0.51145,0.590023,-0.023552,0
8198,101391,2.33,0.653275,0.54385,-0.000126844,0
8199,101392,2.67,0.213244,0.170095,-0.00134982,-0.0512138
8202,101392,2,0.266741,0.544062,-0.00219776,7.32E-05
8206,101394,2.67,0.633913,0.695266,0,0
8207,101394,1.67,0.0128231,-0.0187479,-0.0165929,0
8208,101394,1.67,0.787831,0.746829,1,0
8209,101394,1,0.784461,0.691054,1,0
8210,101394,3,0.348578,0.10142,0.00603296,0
8211,101395,3,0.293525,0.48264,0.170234,0
8212,101395,3,0.347206,0.170444,0.715252,0
8213,101396,3,0.519584,0.312689,-0.00053819,0
8218,101397,3,0.87477,0.550203,-0.0180175,0
8220,101397,3,0.892627,0.553782,0.99929,0
8222,101398,3,0.424855,0.627633,-0.0139258,2.44E-06
8224,101398,2.33,0.025183,0.238125,0,0
8227,101399,1.67,0.0762618,0.394671,0,0
8228,101399,2,0.0309776,0.288358,0,0
8233,101399,3,0.00576335,0.00790709,0.000305483,0
8234,101399,3,0.0762618,0.394671,0,0
8235,101399,1.67,-0.0316119,0.00992526,0,0
8244,101399,2,0.0309776,0.288358,0,0
8245,101399,2.33,0.0582221,0.124058,0.000718207,0
8248,101399,2.33,0.358444,0.16987,0,0
8249,101399,1.67,0.0408322,0.0782551,0.000698272,0
8251,101399,1.67,0.0506316,0.072087,0.000614636,0
8252,101399,2.33,0.0558942,0.00587258,0.000662742,0
8253,101400,3,0.0387411,0.0882466,-0.000602464,0
8254,101400,1,0.115203,0.0512094,-6.74E-05,0
8260,101400,2.33,0.271553,0.236387,-5.68E-05,0
8266,101401,2.33,0.70499,0.441574,0,0
8267,101401,2.67,0.701014,0.505427,0,0
8272,101403,2.33,0.583793,0.615449,0,1.71E-05
8273,101403,3,0.736091,0.702452,0,1.71E-05
8274,101403,3,0.326815,0.694667,0.000605387,0
8275,101403,2.67,0.398512,0.515037,0,0
8277,101405,2.67,0.430564,0.589981,-0.0183163,0
8279,101405,2.33,0.460937,0.549311,0,0
8280,101405,2.33,0.547065,0.307157,-0.130052,0
8290,101407,2.67,0.352325,0.015344,0.000278388,0
8293,101407,1.67,0,0,0,0
8300,101407,3,0.482882,0.464896,-0.00169429,0
8302,101407,1.33,0.322611,0.0511721,0,0
8309,101408,2.67,0.048497,0.262804,0.000332201,-4.55E-08
8315,101409,2.33,0,0,0,0
8326,101412,2,0.0729363,0.162154,0,0
8327,101412,1.67,0.193145,0.392147,-0.000206536,0
8336,101414,2.33,0.569423,0.533796,0.00562941,0
8337,101414,2,0.643551,0.623375,0.00562941,0
8339,101415,3,0.541172,0.447345,0.999998,0
8342,101416,3,0.226583,0.366257,0.0203605,0
8344,101416,2,0.0405289,0.1027,0.0232834,0
8346,101417,3,0.150619,0.193229,0,0
8350,101418,2.33,-0.0210794,0.227093,0,0
8359,101419,3,0.0599012,0.386939,-0.000347741,5.72E-06
8361,101419,2.67,0.18273,0.401569,-0.000398041,-2.36E-05
8366,101419,1.67,0.0129577,0.0238707,-0.00345884,-6.35E-05
8370,101419,2,0.287702,0.458062,-0.000117982,-2.88E-08
8372,101420,1.67,-0.00635376,0.0264006,-8.68E-05,-2.45E-05
8374,101420,3,0.126655,0.606858,-2.52E-05,2.06E-05
8379,101421,3,0.62058,0.292366,0.000164863,-0.00230343
8389,101423,2.33,0.47666,0.56198,0.969246,0.000293615
8390,101424,3,0.583828,0.470037,0.00806073,2.38E-05
8392,101425,2.33,0.78045,0.415684,0.127524,0
8401,101427,3,0.484968,0.659758,-0.0253578,0
8413,101427,3,0.357955,0.51433,0.0671592,0
8418,101427,1.67,0.695539,0.459543,0.999449,0
8425,101428,2.33,0.801273,0.498147,-0.0420516,0.57738
8428,101430,3,0.831021,0.37384,0,0
8429,101430,2.33,0.756493,0.378466,-0.362729,0
8430,101431,2.33,0.46988,0.6014,0,0
8431,101431,2.33,0.161675,0.180203,0,0
8434,101433,1.67,0.500965,0.43216,0.00361893,0
8440,101433,2.33,0.476469,0.408107,0.191392,0
8442,101434,2.67,0.47641,0.752604,1,-0.000157666
8443,101434,2.67,0.635641,0.619314,0.969246,0.000293615
8448,101435,2.33,0.49505,0.646164,0.0300203,1.07E-06
8454,101436,3,0.784644,0.502489,0.995099,0
8455,101436,3,0.571291,0.439855,0.000441371,0
8456,101437,3,0.648587,0.452589,-0.00101675,0
8457,101438,3,0.0549619,0.0819477,0.00409245,0
8458,101438,2.33,0.808114,0.607984,1,0
8459,101438,3,0.869392,0.455649,1,0
8460,101438,3,0.800811,0.427649,1,0
8461,101438,3,0.82827,0.523789,1,0
8462,101438,2.33,0.731229,0.161493,1,0
8464,101438,1.67,0.700651,0.460293,0.0222569,0
8465,101438,3,0.51765,0.160464,0,0
8468,101438,2.67,0.82827,0.523789,1,0
8469,101438,2.33,-0.00699886,0.0144924,0.019662,0
8473,101440,2.33,0.0324631,0.101385,-0.0812579,1.68E-06
8474,101440,2.33,0.087608,0.0878333,0,3.32E-06
8478,101442,1.67,-0.00784489,0.17137,-0.0101003,0
8479,101442,2.67,0.399258,0.143876,-0.0102727,0
8482,101442,2.33,0.502965,0.576887,5.26E-05,0
8484,101442,3,0.171175,0.227288,-0.000261631,0
8486,101442,2.67,0.5657,0.647864,0,0
8488,101442,2,0.505383,0.666301,1.33E-05,0
8502,101442,2.33,0.567993,0.543775,0.00131615,0
8504,101442,3,0.565289,0.680166,0,0
8505,101442,2.67,0.682022,0.577004,0.00014175,0
8506,101442,2.67,0.682022,0.582443,-0.000580747,0
8511,101442,2.67,0.720629,0.284221,-6.18E-05,0
8516,101442,2.67,0.384443,0.287699,0.999349,0
8518,101442,3,0.536626,0.237174,0.998205,0
8520,101442,1.67,0.466771,0.136269,0.997042,0
8527,101443,2.33,0.6327,0.678805,0,0
8528,101443,1.33,0.786717,0.728053,1,0
8529,101443,1.67,0.410838,0.227264,0.00600853,0
8530,101444,2.67,0.053888,0.119318,-0.322256,0
8531,101444,1.67,0.111722,0.145158,0.179292,0
8535,101444,2,0.218958,0.191686,0,0
8536,101445,1.67,0.0270938,0.291198,0.204273,0
8539,101446,2.67,0,0,0,0
8541,101447,2.33,0.801622,0.711468,-1.97E-05,0
8543,101448,1.67,0.675842,0.669185,1,0
8546,101448,3,0.678587,0.684179,-0.00391624,0.707077
8547,101448,3,0.677755,0.703176,-0.00371329,0.707121
8554,101449,2.33,0.104765,0.436875,0.0188701,-1.29E-07
8559,101450,1.33,0.505352,0.328709,-0.00756047,1.36E-07
8564,101451,2,-0.0153911,0.347474,0,0
8569,101452,2.67,0.313115,0.17553,-0.0131489,-0.00010607
8572,101453,2,0.747215,0.394409,-0.0891249,-0.000256398
8573,101453,2.33,0.651201,0.555488,-0.0902192,5.11E-05
8574,101453,2,0.798105,0.362411,-0.0891542,-0.000256398
8576,101453,1.33,0.775992,0.390832,-0.0891249,-0.000256398
8578,101453,2.67,0.939148,0.546591,-0.0895523,-0.000256398
8579,101454,3,0.306484,0.477356,0,0
8580,101455,2.33,0.143096,0.264261,-0.0346843,0
8584,101455,3,0.574181,0.317573,0.999838,0
8585,101455,3,0.536282,0.298908,-0.0265619,0
8587,101455,3,0.693326,0.283971,-0.0146132,4.40E-07
8588,101455,3,0.513053,0.268843,-0.00459556,0
8590,101455,2.33,0.00344248,0.0627477,-0.0245261,0
8596,101456,3,0.283811,0.577373,0.00168459,0
8598,101456,2.67,0.283263,0.575465,0.00170898,0
8599,101456,2.67,0.20623,0.281634,-0.104568,0
8608,101457,3,0.592702,0.503566,0.000366127,8.17E-05
8611,101458,2.67,0.654955,0.049242,0,0
8616,101460,2.67,0.218583,0.521752,0.000917744,7.41E-06
8629,101462,3,0.411904,0.158882,1.70E-06,-0.00103989
8630,101462,3,0.414248,0.371698,-2.58E-05,0
8634,101463,3,0.0301743,0.119693,0.0491579,0
8639,101464,3,0.798817,0.604337,0.999821,0
8641,101465,3,0.587458,0.522498,-0.0448906,-1.25E-05
8644,101466,2,0.527082,0.603936,0,1
8645,101466,2.33,0.19796,0.170637,0.0212845,0.802451
8657,101466,1.33,0.413615,0.47125,-0.00116327,0
8658,101466,2,0.467242,0.747295,0,0
8669,101470,3,0.411889,0.42113,-4.75E-07,8.05E-06
8670,101471,2.67,0.474466,0.456575,5.28E-05,0
8671,101471,2.33,0.0380786,0.093321,-0.005898,0
8672,101471,1.33,0.195164,0.32808,-0.00564897,0
8674,101471,2,0.701383,0.413409,4.69E-06,0
8676,101471,2.67,0.195164,0.32808,-0.00564897,0
8677,101471,3,0.391268,0.308067,0,0
8680,101471,2.67,-0.051448,0.0781583,-0.00204051,0
8681,101472,3,0.291256,0.339454,0.000238784,-0.000260247
8682,101472,2.67,0.218407,0.275415,-3.97E-06,0.000235579
8683,101472,3,0.520839,0.371907,0.00031957,-2.16E-05
8686,101473,3,0.259813,0.264862,1,0
8688,101474,2.67,0.29541,0.49766,0,0
8695,101475,2.67,0.73541,0.0937213,6.06E-05,0
8699,101477,2.67,0.0760214,0.183835,0,0
8706,101478,2.67,0.785362,0.554795,0.0129863,0
8707,101478,3,0.692405,0.559998,0.999791,-3.87E-08
8710,101479,1.67,0.244375,0.362202,0.134394,-0.000228635
8711,101479,2,0.642918,0.330065,-0.0151061,0
8713,101480,1,-0.00802316,0.0421263,0.000194927,0
8718,101481,2.33,0.361228,0.393773,0.00186529,0
8725,101482,3,0.367775,0.288207,-0.000134021,1.09E-06
8728,101482,2.33,0.464664,0.384382,0.000328928,1.09E-06
8731,101482,2.33,0.464664,0.384382,0.000328928,1.09E-06
8737,101483,3,0.795367,0.355182,0.818907,0.61408
8740,101483,2.33,0.1995,0.275589,0.80319,0.567811
8741,101483,2.67,0,0,0,0
8742,101483,1.67,0,0,0,0
8745,101485,1.67,0.0545905,0.101449,0.000527062,0
8749,101485,2.33,0.205486,0.228694,0,0
8750,101485,3,0.306071,0.281594,-0.000246469,0
8751,101486,3,0.425171,0.769302,-0.000307435,-2.45E-05
8765,101489,2,0.401383,0.602252,-4.31E-05,-3.31E-05
8767,101491,3,0.136755,0.30544,0,0
8771,101493,2.67,0.183596,0.00790809,0.0105748,0
8774,101494,2.67,0.370415,0.483416,0,0
8780,101495,2.67,0.546791,0.648704,-0.000580602,0.0107434
8782,101496,3,0.361882,0.441096,0,0
8786,101497,2,0.0257155,0.791183,0.150269,1.42E-06
8789,101498,2,0.483621,0.0801217,0.0365003,0.00193135
8790,101499,2.67,0.487047,0.767855,-0.0349603,-2.45E-05
8793,101499,3,0.448839,0.766291,-0.0350304,-2.45E-05
8795,101499,3,0.476805,0.680896,-0.0345668,-2.45E-05
8799,101501,2.33,0.0809939,0.100506,0,0
8800,101501,2.33,0.0809939,0.100506,0,0
8802,101501,1.33,0.0585663,0.0177905,0.00211333,0
8806,101501,2.67,0.0301334,0.0127979,0.00211333,0
8809,101501,1.67,0.11332,0.108908,0,0
8814,101501,2.33,0.129521,0.123582,0,0
8817,101501,2.33,0.0594199,0.266915,-0.000622805,0
8824,101502,2.33,0.693693,0.442894,0.820424,-0.00284313
8825,101502,2.33,0.211714,0.222522,-0.00271704,0
8826,101502,1.67,0.367504,0.143372,0,2.15E-06
8827,101503,1.67,0.370808,0.403023,-0.146249,0.97875
8833,101504,2.33,0.260804,0.303751,0,0
8834,101504,2.67,0.130643,0.047834,0.0220865,0
8841,101505,3,0.346994,0.255955,1.70E-06,0
8842,101505,3,0.220032,0.469046,-4.92E-06,0
8843,101505,2.67,0.354887,0.400885,-2.58E-05,0
8851,101507,2.33,0.346269,0.216873,1,-5.77E-06
8852,101508,1.67,-0.0282602,0.334313,-0.0930071,0
8856,101510,3,0.359813,0.484748,-0.000684321,0
8861,101510,2.67,0.282111,0.611715,0.000288327,0
8869,101513,3,0.285754,0.682211,0.05706,0
8870,101514,2.67,0.10082,0.2369,-0.000558607,0
8871,101514,2.67,0.68313,0.271805,-0.000742948,0
8875,101515,3,0.772935,0.102654,0.999991,-5.07E-06
8878,101515,2,0.422028,0.288413,-6.68E-05,-3.41E-05
8881,101516,2.33,0.586825,0.411953,1,0
8882,101517,2.67,0.548784,0.527064,-0.00111528,0
8884,101517,2.67,0.884618,0.639891,0,0
8885,101518,3,0.588128,0.290195,0.00234998,0
8887,101518,2,0.667722,0.523233,0,0
8889,101518,2,0.667722,0.523233,0,0
8895,101520,3,0.468466,0.599757,-0.0225785,0
8896,101520,2,0.489752,0.508962,-0.0210078,0
8897,101520,2.33,0.332916,0.551704,0.106073,-9.51E-05
8909,101522,1.33,0.387959,0.324817,-0.00377487,0
8914,101523,2.33,0.614495,0.617947,0,0
8915,101523,2.33,0.661124,0.323362,-0.00428171,0
8917,101523,2.33,0.608356,0.330798,-0.00638866,0
8922,101524,1.67,0.807685,0.0199803,-0.000381751,0
8924,101524,2.33,0.761858,0.0252064,-0.00020383,0
8925,101524,1.33,0.602195,0.0123043,-0.000379963,0
8933,101524,2,0.251914,0.096621,-0.00204051,0
8934,101524,2.33,0.131673,0.0315653,0,0
8936,101524,2.33,0.0213906,0.0172194,0.00226844,0
8939,101524,2.33,0.029768,0.042349,0.00226844,0
8944,101525,1.67,-0.00488672,0.0409707,0,0
8957,101526,2.33,0.113289,0.171041,0,0
8963,101528,3,0.845889,0.670456,0.76681,0
8965,101528,3,0.269061,0.330471,-7.08E-05,0
8967,101528,2,0.611325,0.366619,0.000440823,0
8969,101529,2,0.0410719,0.0585585,0,0
8970,101529,2.33,0.278247,0.227695,0,0
8975,101529,1.67,0,0,0,0
8978,101531,2,0.374427,0.726191,-0.0796494,0
8989,101534,2.33,0.107203,0.112955,0,3.32E-06
8990,101534,2.67,0.147679,0.182079,-0.00257564,2.03E-06
8992,101534,2.67,-0.0131173,-0.000260981,0.000613005,3.32E-06
9002,101535,2.33,0.335396,0.452241,-7.58E-05,0
9003,101535,2.33,0.34431,0.221647,-0.000515486,0
9005,101535,3,0.457681,0.318354,0.788141,0
9006,101535,2.67,0.297631,0.546121,1,0
9007,101535,2.67,0.256873,0.201152,0.766807,0
9010,101535,2.67,0.78337,0.460332,1,0
9012,101535,3,0.387526,0.554293,0.975697,0
9017,101536,1.33,0.0110727,0.0564189,3.72E-05,0
9020,101536,2.33,0.0351103,0.0525127,0.000739296,0
9028,101537,2.33,0.211681,0.192583,0.00227217,0
9029,101537,2,0.272483,0.0332135,0,0
9031,101538,3,0.685378,0.536836,0,0
9033,101539,1.67,0.000971474,0.462044,-0.00659244,0
9034,101539,3,0.272186,0.168105,0,0
9038,101539,3,0.230229,0.218474,-0.000121268,0
9040,101539,2.33,0.29694,0.48065,-0.00494762,0
9045,101539,1.67,0.237373,0.239032,0.000388695,0
9046,101539,3,0.398799,0.316504,0.00387741,0
9047,101539,3,0.0396624,0.21562,7.32E-05,0
9048,101539,3,0.459569,0.324339,0.000324626,0
9049,101539,1.67,0.313348,0.612385,0.000192451,0
9051,101539,2.67,0.493557,0.231057,0.000388695,0
9052,101539,2.33,0.408507,0.199849,0.000385219,0
9053,101539,2.67,-0.0794124,0.0624135,-0.00677853,0
9056,101539,3,0,0,0,0
9058,101539,3,0.651282,0.404536,1,0
9060,101539,2,0.282568,0.481003,0.826467,0
9065,101539,3,0.359304,0.549252,0.777956,0
9067,101539,3,0,0,0,0
9073,101542,3,0.567489,0.284653,0.935192,0
9076,101543,2.67,0.310253,0.563757,-0.000165738,0
9077,101543,2.67,0.385546,0.626107,0.00202104,0
9080,101543,2.33,0.46679,0.69282,-0.00376277,1
9081,101543,3,0.388159,0.645813,0.00202104,0
9088,101544,3,0.568302,0.619208,-1.26E-05,0
9089,101544,1.67,0.414416,0.286046,4.71E-05,0
9091,101544,3,0.379044,0.542765,-5.32E-06,0
9093,101545,2.33,0.269164,0.463148,1,0
9094,101546,3,0.244204,0.551771,0.0206258,-0.0023009
9096,101547,2.33,0.269967,0.0721321,0.00047787,-0.00235824
9098,101548,2.33,0.542789,0.451227,0,-1.00E-06
9103,101548,2,0.366871,0.621913,8.47E-05,8.05E-06
9106,101548,2,-0.00212657,0.0211827,-0.000327617,8.71E-08
9108,101548,3,0.372146,0.53669,0.999998,0
9109,101548,2.67,0.247516,0.335348,0.856778,7.10E-07
9110,101548,3,0.315123,0.616647,8.56E-05,1.07E-05
9113,101548,2.33,0.0843534,0.202668,-0.000549748,8.71E-08
9116,101549,2.33,0.430794,0.408811,-0.00042552,0
9118,101549,2.33,0.103807,0.158925,-0.0167287,1
9127,101551,3,0.26421,0.498835,-0.000966079,0
9129,101552,2.67,0.469626,0.195168,0,0
9131,101552,2.33,0.46672,0.440269,2.84E-05,-0.000106748
9137,101554,2.67,0.325407,0.555526,-0.0292658,0
9143,101555,2.67,0.115657,0.161916,0,-4.61E-05
9147,101556,3,0.60071,0.546521,0.0273323,0
9149,101556,2.67,0.568371,0.541106,0.0273323,0
9155,101557,3,0.612293,0.576182,-0.0226144,-0.00284313
9156,101558,2.67,0.912201,0.540401,-0.274383,0
9157,101558,3,0.789229,0.537519,-0.274383,0
9158,101558,3,0.789229,0.537519,-0.274383,0
9160,101559,2.33,0.582432,0.656264,-0.000580602,0.000378056
9162,101560,3,0.815104,0.524758,0.999999,-0.000113198
9166,101561,2.33,0.570518,0.156289,0,0
9169,101561,2.67,0.581292,0.333297,0,0
9173,101563,2.33,0.608824,0.741324,0.404035,0
9176,101564,3,0.716027,0.595729,0.0164572,0
9177,101564,1.33,0.306322,0.197088,-0.116781,0
9189,101566,2,0.374634,0.44952,-0.000309015,0
9190,101567,3,0.449642,0.673468,0.178625,0
9193,101569,3,0.563314,0.450405,0.615839,1.09E-06
9201,101569,2.67,0.332431,0.309317,0.604697,1.09E-06
9202,101569,2,0.603609,0.493643,0.917566,0.894231
9203,101569,3,0.6722,0.53409,0.918088,0.894231
9205,101569,3,0.629936,0.502041,0.918189,0.894231
9206,101569,3,0.515021,0.574839,0.918465,0.894231
9215,101569,2.67,0.396762,0.541608,0.618245,1.09E-06
9220,101570,2.67,0.502062,0.409881,0.0642285,0
9221,101571,2.33,0.0246394,0.00298165,-0.0101761,0
9226,101572,3,0.0415437,0.464209,0.0140403,0
9233,101574,2.33,0.138196,0.068978,-0.000225274,0
9235,101574,3,0.781034,0.729327,1,0
9236,101574,2.67,0.720205,0.43791,-0.0224209,0
9240,101575,2,0.0387954,0.24219,-0.000276444,-2.88E-08
9242,101575,2,0.0422893,0.207951,-0.000347741,5.72E-06
9244,101575,2,0.189103,0.218185,-0.000117982,-2.88E-08
9246,101576,2,0.184475,0.260677,-0.115858,0
9250,101577,3,0.651515,0.453956,-0.0639496,0
9251,101577,3,0.817605,0.529133,-0.0565183,0
9252,101577,3,0.613202,0.277024,0,0
9256,101578,2,0.41745,0.637548,-0.0144784,0
9258,101578,2.67,0.675471,0.63671,-0.0189288,0
9267,101580,3,0.0206911,0.185745,0,0
9269,101580,1.33,0.313054,0.200368,0.989443,0
9272,101581,2.33,0.312571,0.147249,-0.000329254,-8.21E-05
9273,101581,3,0.566132,0.127281,-0.0150936,0.00233971
9275,101581,3,0.420339,0.334412,-0.0109831,0
9281,101581,3,0.67801,0.400577,0,0
9284,101581,1.67,0.00406036,-0.00475324,0,0
9285,101581,2.67,0.787232,0.417523,-0.0109831,0
9287,101582,3,0.391834,0.424154,-1.60E-05,0
9291,101583,3,0.668446,0.606501,0.689004,-2.91E-05
9292,101583,3,0.604052,0.596199,0.689004,-2.91E-05
9296,101584,2.67,0.0416387,0.196838,2.84E-05,-2.52E-06
9303,101586,2,0.129004,0.485267,0.000281796,0
9304,101586,2.67,0.248345,0.590932,2.86E-05,0
9306,101586,3,0.355781,0.516276,-0.00635854,0
9310,101586,2.67,0.89566,0.4592,1,0
9311,101586,3,0.704302,0.367061,1,0
9313,101587,3,0.578116,0.238604,0,0
9314,101587,3,0.58493,0.456571,0,0
9316,101588,2.33,0.263626,0.544739,0,0
9317,101588,2.67,0.312369,0.400881,-8.89E-05,0
9318,101588,2.67,0.331723,0.521863,-8.89E-05,0
9319,101588,3,0.05517,0.506083,0,0
9320,101588,2.67,0.0165334,0.152582,0,0
9325,101589,2.33,0.178322,0.156047,0,0
9327,101590,2.67,0.22938,0.43443,4.10E-06,0
9328,101590,2.67,0.323477,0.454286,2.67E-07,0
9332,101590,2,0.323477,0.454286,2.67E-07,0
9335,101591,2.33,0.756491,0.445008,1,0
9348,101594,2,0.612831,0.575158,3.31E-05,1.85E-06
9352,101594,2.67,0.395277,0.54102,-0.000132294,0
9356,101595,2,-0.0105723,0.112409,0,0
9357,101595,3,0.835792,0.379905,-0.000899881,0
9363,101597,3,0.708492,0.268659,0.134394,-0.000228635
9364,101597,1.67,0.465838,0.315494,-0.0151061,0
9372,101599,2.33,0.11221,0.378734,0.0122036,0
9376,101599,2.33,0.004112,0.0832295,0.00650803,0
9377,101599,2.33,0.321705,0.452326,1,0
9380,101599,2,0.296089,0.536391,0,0
9381,101599,1.67,0.120776,0.109081,0,0
9393,101601,3,0.796593,0.663731,0.918465,0.894231
9396,101602,2.33,-0.00516234,0.428008,-0.000148351,1.31E-05
9398,101603,2.33,0.30772,0.382584,-0.157587,-6.60E-06
9399,101603,2.33,0.107228,0.46088,-0.159249,0
9403,101604,3,0.626095,0.282476,0,0
9406,101604,1.33,0.659657,0.232736,0.00499857,0
9408,101604,3,0.610285,0.290159,0.0194466,0
9411,101605,1.67,0.533391,0.578757,0.00412216,0
9416,101606,3,0.500655,0.691553,0.00370603,0.000335704
9422,101607,2.33,0.226407,0.13931,5.84E-06,0
9423,101608,3,0.630518,0.626059,0.969246,0.000293615
9424,101608,2.67,0.580942,0.690246,1,-0.000157666
9428,101608,2,0.728033,0.671059,0.969246,-0.000255647
9432,101609,2.33,0.46573,0.394757,1,0
9436,101609,2,0.0511562,0.0236715,0,0
9438,101609,2.67,0.648776,0.528769,-0.0662175,0
9441,101609,1.67,0.602386,0.373099,-0.227718,0
9443,101610,2,0.623474,0.600634,5.26E-05,0
9447,101610,2.67,0.543492,0.342756,0.00045214,0.000728912
9449,101610,2.33,0.160336,0.20735,-2.07E-05,0
9450,101610,2.33,0.106571,0.170184,-1.12E-05,0
9463,101611,2,0.100503,0.275974,0.0131471,0
9467,101611,3,0.669973,0.371587,-0.231607,0
9470,101611,3,0.681954,0.549349,-0.23043,0
9471,101611,3,0.828582,0.312193,-0.231743,0
9475,101612,3,0.643438,0.491892,1,0
9477,101612,2.67,0.643438,0.491892,1,0
9478,101612,3,0.488931,0.356473,0,0
9479,101613,3,0.710248,0.483692,0.999998,0
9482,101614,3,0.161488,0.183173,0,0
9485,101616,3,0.578642,0.681477,0,0
9493,101617,1.67,0.661592,0.464276,0.999034,0
9494,101617,2.67,0.301088,0.153031,-0.000763562,0
9495,101617,1,0,0,0,0
9502,101618,3,0.491466,0.689202,0.18103,0
9505,101618,3,0.600661,0.47608,0.161103,0
9506,101618,3,0.600661,0.47608,0.161103,0
9507,101618,3,0.642579,0.730732,0.191637,0
9508,101618,1,0.535267,0.747607,0.181013,0
9509,101618,2.67,0.540184,0.685018,0.181013,0
9514,101619,3,0.431776,0.602301,0.789519,0
9517,101620,3,0.448551,0.212084,-6.11E-06,0
9518,101621,2.67,0.186389,0.229602,0,0
9522,101622,3,0.739413,0.527671,0.0410579,0
9528,101623,2.33,0.286105,0.435334,3.30E-07,0
9536,101623,2.67,0.349553,0.477047,0.000290837,0
9537,101623,2.67,0.349553,0.477047,0.000290837,0
9541,101623,2.25,0.438587,0.268905,1,0
9545,101623,3,0.575319,0.453675,0,0
9546,101624,2.67,0.496406,0.51318,0.622604,0
9548,101624,3,0.509193,0.230588,0.811476,0
9551,101625,2.67,0.410252,0.0790234,0.000338987,0
9554,101625,3,0.611398,0.278581,0.995099,0
9558,101627,3,0.153349,0.214002,-0.0421269,0
9560,101627,3,0.634084,0.0847083,-0.0134093,0
9563,101628,2.33,0.595788,0.668158,0.404035,0
9565,101628,2,0.583509,0.576603,0.0419429,0
9568,101629,3,0.143163,0.00297999,0.099105,0
9569,101630,2.67,0.462786,0.432097,1.08E-05,0
9571,101630,2.67,0.568699,0.531533,-2.00E-07,0
9575,101630,2.33,0.694563,0.558413,1,0
9580,101630,2,0.316823,0.362457,3.91E-05,0
9582,101630,2.33,0.496226,0.56702,-0.000844559,0
9589,101632,2.67,0.173279,0.0605696,0,0
9590,101632,2.33,0.437989,0.607783,0.0631642,0
9593,101633,1.67,0.272744,0.156581,0,0
9598,101634,2.33,0.753594,0.397321,0.000322927,-9.95E-08
9608,101634,1.67,0.456261,0.00859388,0.00177894,3.67E-08
9609,101634,3,0.386934,0.234734,0.999349,0
9612,101634,2.33,0.747235,0.0524833,1,0
9614,101635,2.67,0.24039,0.518905,0,0
9617,101635,3,0.174877,0.330711,0.000126912,0
9625,101637,3,0.142645,0.833067,1.05E-06,0
9627,101638,3,0.599827,0.213711,0,0
9633,101639,3,0.563133,0.313803,0.00826922,0
9636,101641,2,0.305445,0.491807,-0.000974784,1.60E-06
9638,101641,1.67,0.675818,0.582365,0.996869,3.38E-06
9639,101641,1.67,0.565578,0.380905,1,0
9640,101641,3,0.789977,0.741609,1,0
9643,101641,1.67,0.636223,0.653907,0,0
9649,101641,2.67,0.495562,0.757903,-0.000936868,-1.46E-05
9655,101642,1.67,0.615789,0.587206,0.999999,0
9660,101642,3,0.69727,0.61792,-0.0191466,-2.45E-05
9661,101642,2.33,0.49184,0.0974602,0.117524,-1.23E-05
9664,101644,1.67,0.334904,0.320906,0,0
