search term,similarity to brand
4139,0.584721
4140,0.0153875
4141,-0.00139062
4142,0.691369
4143,0
4144,0
4145,0
4146,0.000927661
4147,0.996275
4148,-8.96E-05
4149,0.999946
4150,0.862962
4151,1
4152,0
4153,0.00123123
4154,0.00551159
4155,-0.000618759
4156,-0.0543098
4157,-0.0524044
4158,-0.0524044
4159,0.0120545
4160,-0.000618759
4161,-0.0390563
4162,0
4163,0
4164,0.000212818
4165,0.000215147
4166,0.000212818
4167,1
4168,0
4169,0
4170,-0.247195
4171,-7.97E-06
4172,0.988151
4173,0.0512622
4174,0
4175,0
4176,0
4177,0
4178,-0.0660433
4179,-0.0660433
4180,-0.00668383
4181,-9.30E-05
4182,-9.30E-05
4183,0
4184,1
4185,1
4186,0.999977
4187,-0.00382432
4188,0.0512859
4189,0.0512859
4190,0.00601269
4191,0
4192,0.0113953
4193,0
4194,-0.00481469
4195,-0.00730474
4196,0
4197,0.289647
4198,0
4199,1
4200,1
4201,1
4202,0.00104225
4203,0.000828013
4204,-0.00038618
4205,0.00147822
4206,0.000118914
4207,0.000885524
4208,0.000749523
4209,-0.00491648
4210,0
4211,0
4212,0.000323536
4213,0.980041
4214,0
4215,0.000502582
4216,0
4217,3.00E-05
4218,0
4219,0.865863
4220,0.865863
4221,0.865863
4222,8.47E-05
4223,1
4224,0
4225,-9.04E-06
4226,0.993216
4227,0.92969
4228,-0.00352191
4229,-0.0143189
4230,-0.0435901
4231,0.998979
4232,0.999799
4233,0.0205769
4234,1
4235,-0.074778
4236,1
4237,-0.0112495
4238,1
4239,0.00143731
4240,-0.00127588
4241,0
4242,0.520657
4243,1
4244,-0.0362734
4245,0.0872704
4246,0
4247,0.998103
4248,0.998549
4249,0.999999
4250,0.999998
4251,0.000151848
4252,0.00235391
4253,-0.0180817
4254,-0.000971519
4255,-0.0146134
4256,0
4257,-0.00840739
4258,-7.52E-05
4259,-0.00840739
4260,-0.0137778
4261,0.99998
4262,-0.000684458
4263,-0.000402459
4264,-0.000336373
4265,0
4266,-0.058098
4267,0
4268,0.000137891
4269,0.00365134
4270,0.0508506
4271,0
4272,0.772431
4273,0.00365134
4274,-0.0014251
4275,1
4276,0.999995
4277,-0.0014251
4278,-0.0014251
4279,-0.00368018
4280,0
4281,-0.000216555
4282,-0.000216555
4283,-0.000828607
4284,0
4285,0.199898
4286,-0.00050669
4287,0.998103
4288,-0.00038481
4289,0.998103
4290,0.998103
4291,0
4292,0
4293,0.153206
4294,0.153206
4295,2.02E-06
4296,0.0512859
4297,0.000253478
4298,-0.00807797
4299,0.0512859
4300,-0.00526261
4301,0.00601269
4302,0
4303,0
4304,-0.0215412
4305,0.0108643
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0.163426
4316,-0.0935001
4317,0.0144412
4318,-2.70E-05
4319,-0.000299935
4320,3.82E-05
4321,0.0387854
4322,0.0508506
4323,0.147593
4324,-0.0738549
4325,0.000151848
4326,-0.00122668
4327,0
4328,-7.24E-05
4329,0
4330,2.92E-05
4331,0.00104344
4332,7.38E-05
4333,3.86E-05
4334,0
4335,0.832511
4336,-0.0788396
4337,0.000248656
4338,2.36E-06
4339,0.0200468
4340,-0.00585556
4341,0.999594
4342,-0.00193274
4343,0.007902
4344,0
4345,0
4346,-0.00215044
4347,-0.00215044
4348,2.20E-08
4349,2.42E-05
4350,1
4351,-0.0930766
4352,-0.0180817
4353,-0.0162532
4354,0.0165082
4355,0.0178753
4356,0.00793664
4357,0.0176559
4358,0.641492
4359,0.0165082
4360,0.0162848
4361,0.0165082
4362,0.000839657
4363,0.999762
4364,0.99976
4365,0
4366,0.000839657
4367,0.000839657
4368,9.57E-05
4369,0
4370,0
4371,0
4372,-0.00968207
4373,0.00175843
4374,-0.0096317
4375,0
4376,0.0398417
4377,0.0807233
4378,0.0444586
4379,-0.00661224
4380,-0.00879194
4381,0
4382,-0.000541137
4383,0.00761187
4384,-0.00110621
4385,0.00761187
4386,0.00761187
4387,1
4388,0.000537547
4389,0
4390,-0.136167
4391,-2.70E-05
4392,-0.000222924
4393,-0.000184648
4394,-0.000282223
4395,0.912915
4396,0.605157
4397,-0.00389857
4398,0.721093
4399,-0.000333268
4400,0.915534
4401,1
4402,0.899234
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,-0.0851737
4410,2.03E-05
4411,2.03E-05
4412,0.847585
4413,0
4414,8.73E-05
4415,0
4416,0.000160605
4417,0
4418,0.990326
4419,0
4420,0
4421,1
4422,1
4423,1
4424,0
4425,0.986456
4426,0.905057
4427,0.00132344
4428,0.00132344
4429,0.00132344
4430,-0.00384063
4431,0.00862858
4432,0.00862858
4433,0.00862858
4434,0.000886719
4435,0
4436,0.00456498
4437,0
4438,0
4439,0.261448
4440,6.83E-05
4441,0.000525659
4442,-0.105232
4443,-0.00585556
4444,0.999594
4445,2.56E-06
4446,1.91E-05
4447,0
4448,0
4449,0.00517608
4450,0
4451,-0.0150606
4452,0.0425993
4453,1
4454,0.797677
4455,1
4456,1
4457,0
4458,0
4459,0.13743
4460,0
4461,0.0169623
4462,-0.0124133
4463,0.014116
4464,1
4465,0
4466,0
4467,0.00321719
4468,0
4469,-0.00546958
4470,-0.00546958
4471,-0.00546958
4472,-0.025708
4473,-0.035159
4474,0.000298678
4475,0
4476,-0.0397968
4477,-0.00187229
4478,0
4479,-0.00077743
4480,0
4481,0
4482,0.99998
4483,-0.000154276
4484,4.55E-05
4485,0.000245826
4486,0.000250678
4487,-6.73E-06
4488,0
4489,1.26E-05
4490,-6.79E-06
4491,0.000250678
4492,0
4493,-0.000111408
4494,1.93E-07
4495,-0.000684458
4496,-0.0601474
4497,0.0684919
4498,-0.0851737
4499,-0.0693191
4500,-0.0851737
4501,0.137831
4502,-0.0153963
4503,-0.0963412
4504,-0.0492552
4505,-2.38E-05
4506,0.998979
4507,0.000544265
4508,0
4509,-0.000541137
4510,0.996275
4511,0.999994
4512,0.00143414
4513,0
4514,-0.105232
4515,0
4516,0.00186492
4517,-2.42E-05
4518,-0.0014251
4519,1
4520,-0.162627
4521,0.0932408
4522,0.962077
4523,0.999994
4524,1
4525,0.998926
4526,-0.0013223
4527,0.000222126
4528,0.00142112
4529,0.000259474
4530,-0.00173677
4531,0
4532,0.247888
4533,0.123407
4534,0.273223
4535,0
4536,0
4537,0
4538,0
4539,0
4540,-0.0103315
4541,-3.82E-06
4542,-0.000335543
4543,0
4544,-0.000592184
4545,0.197825
4546,-7.45E-06
4547,7.81E-05
4548,1.99E-05
4549,2.03E-05
4550,0
4551,-0.0188829
4552,0.101288
4553,-0.00849149
4554,-0.0125341
4555,-0.105232
4556,0
4557,-0.189184
4558,0.220704
4559,0
4560,0.000497303
4561,0
4562,0
4563,0.00696348
4564,-0.0765565
4565,0
4566,1
4567,0
4568,-0.00185208
4569,-0.0028451
4570,-0.00327801
4571,0.999428
4572,0
4573,-0.152611
4574,0.00027913
4575,-0.00562168
4576,0
4577,0
4578,-3.57E-12
4579,-6.05E-13
4580,-0.0369859
4581,-0.0369859
4582,0
4583,0.000593518
4584,-0.000202276
4585,-0.000240039
4586,0
4587,-0.000421775
4588,0.00107519
4589,1
4590,0.000591709
4591,0
4592,0.0021022
4593,0.0108739
4594,-0.00118033
4595,0.00186492
4596,-0.00110801
4597,-0.00144021
4598,1
4599,0.739597
4600,1
4601,-0.000120234
4602,-0.0829265
4603,-0.0829265
4604,0
4605,0.997993
4606,-0.190052
4607,-0.0378009
4608,0.0241125
4609,0.113311
4610,-0.0710568
4611,0.00167294
4612,0
4613,0.737508
4614,0.00864968
4615,0
4616,1
4617,0
4618,0
4619,0
4620,3.56E-05
4621,6.19E-06
4622,-0.000131687
4623,6.71E-06
4624,0
4625,0.0057713
4626,0.00761187
4627,-0.183117
4628,-0.11705
4629,-0.000102173
4630,-9.74E-05
4631,0
4632,-0.0774471
4633,0.994841
4634,0
4635,0.0359002
4636,0.708095
4637,0.00123123
4638,0.00450019
4639,0.790442
4640,0.0666939
4641,0
4642,0
4643,0.228383
4644,2.46E-05
4645,1
4646,-0.00359859
4647,-0.00359859
4648,-0.0201807
4649,-0.0214368
4650,-1.57E-05
4651,-1.57E-05
4652,3.82E-05
4653,0
4654,-0.0350254
4655,-0.0182618
4656,-0.000684458
4657,-0.000684458
4658,-0.000684458
4659,-0.000684458
4660,0.000543669
4661,-0.000850897
4662,0.0305532
4663,1
4664,0.000705082
4665,-0.00897431
4666,0.000705082
4667,0.996518
4668,-0.00359859
4669,-0.00326382
4670,0.000260855
4671,-0.000546407
4672,0.057639
4673,-0.00554488
4674,0.144678
4675,0
4676,1.07E-05
4677,0
4678,0
4679,0.0141373
4680,0.00022453
4681,0.0964394
4682,0.000162935
4683,-0.000339486
4684,-0.00553868
4685,0.000162935
4686,0.000162935
4687,0.998945
4688,0.00350695
4689,0.00350695
4690,-4.52E-08
4691,-3.22E-06
4692,-3.22E-06
4693,-4.52E-08
4694,0
4695,-4.94E-06
4696,-4.94E-06
4697,-4.94E-06
4698,-0.0136318
4699,-0.0420064
4700,0.04031
4701,0
4702,-8.45E-06
4703,9.41E-05
4704,-7.89E-05
4705,0
4706,0
4707,9.41E-05
4708,-0.000216555
4709,-0.000216555
4710,-0.000554839
4711,-0.0202588
4712,7.26E-05
4713,9.41E-05
4714,-0.000216555
4715,-0.0369859
4716,0.000142111
4717,1.26E-05
4718,0.000148138
4719,0.00257639
4720,0.000298597
4721,0.998549
4722,0.000151848
4723,0
4724,-0.000344391
4725,0.996273
4726,5.47E-05
4727,1
4728,0.000108092
4729,0.000123787
4730,0
4731,0
4732,0
4733,-0.0566029
4734,-0.0584562
4735,-0.0759903
4736,-0.0584562
4737,1
4738,0.00752377
4739,0.00761187
4740,1
4741,0.00389321
4742,0.00389321
4743,-0.0866078
4744,-0.00370363
4745,0
4746,0.00119607
4747,0
4748,0.999995
4749,0.999995
4750,0.999995
4751,1
4752,0.999955
4753,1
4754,1
4755,0
4756,-0.202034
4757,1
4758,0
4759,0
4760,0
4761,-0.00106337
4762,0.999925
4763,0.89778
4764,0
4765,0.00045699
4766,-0.000160993
4767,0
4768,0
4769,0
4770,0
4771,0
4772,2.33E-05
4773,0
4774,0.000110347
4775,2.18E-05
4776,2.18E-05
4777,-0.0689722
4778,0
4779,0.984769
4780,0.0293649
4781,0
4782,0.031426
4783,-0.0338936
4784,0
4785,0
4786,-0.0550388
4787,-0.0317943
4788,0
4789,1
4790,-0.0018549
4791,0.829498
4792,0
4793,0.0782449
4794,0.01283
4795,0.0127077
4796,-9.12E-06
4797,-0.0607585
4798,-2.38E-05
4799,0.998979
4800,0.000138297
4801,-0.000336342
4802,-0.000303771
4803,-0.00109555
4804,-0.000275909
4805,0.999721
4806,0.785584
4807,0.760566
4808,0.000229662
4809,1.78E-05
4810,-8.06E-05
4811,0.0359002
4812,0
4813,-0.0182618
4814,1
4815,6.92E-06
4816,-0.000381111
4817,-0.00150576
4818,-0.00150576
4819,-0.0155679
4820,-0.00150576
4821,-0.00194767
4822,1
4823,0
4824,0
4825,-0.111342
4826,-0.111342
4827,-0.000775244
4828,-0.00635905
4829,-0.00712091
4830,0.0792378
4831,0
4832,0.000200402
4833,1
4834,0.000200402
4835,0.999055
4836,0.00573923
4837,-0.0344034
4838,0.532414
4839,0.00508577
4840,0
4841,0
4842,-0.000115605
4843,-0.000152028
4844,0.0595361
4845,0.000105829
4846,-0.000266875
4847,0.000200402
4848,0.000148141
4849,0.00017152
4850,0
4851,-0.000875115
4852,0.00277933
4853,0
4854,-0.00187229
4855,-0.00125227
4856,0.0503598
4857,1
4858,0
4859,0
4860,0.0976793
4861,1
4862,0.00355781
4863,-0.00484019
4864,0
4865,-0.0218612
4866,0.00453229
4867,0.123015
4868,0
4869,-0.124562
4870,-0.00585556
4871,-5.70E-05
4872,0.998979
4873,0
4874,0.865863
4875,0
4876,0.000407761
4877,0
4878,-2.65E-05
4879,-0.00609671
4880,-1.58E-05
4881,-0.0775981
4882,-0.0135752
4883,0.01714
4884,0.00360272
4885,-0.0415297
4886,0
4887,-0.297372
4888,0.240133
4889,0
4890,0
4891,-0.0566538
4892,-0.0484914
4893,1
4894,-2.38E-05
4895,-0.148342
4896,0.101288
4897,-0.0188829
4898,-0.000917899
4899,-0.0055513
4900,1
4901,1
4902,1
4903,-0.000135029
4904,0
4905,1
4906,0
4907,0.0359514
4908,0
4909,-5.91E-06
4910,0
4911,0
4912,-2.05E-05
4913,0
4914,1.27E-06
4915,-0.00026472
4916,0
4917,0.000153567
4918,-0.0120648
4919,0
4920,-0.00215044
4921,-0.378303
4922,0.380338
4923,0.391844
4924,0.261448
4925,0.996518
4926,2.35E-05
4927,-0.00326382
4928,0
4929,0
4930,0.895122
4931,0.97998
4932,0
4933,0.0014099
4934,0.00267021
4935,0
4936,-0.175114
4937,-0.0292791
4938,0
4939,1
4940,0
4941,0.00355781
4942,0.00355781
4943,-0.000430349
4944,-0.000154276
4945,0.000626823
4946,9.41E-05
4947,0
4948,0
4949,-0.0571253
4950,0
4951,-0.11705
4952,0.00142323
4953,0.00761187
4954,-0.0264718
4955,-0.0608922
4956,0
4957,0
4958,0
4959,0
4960,0
4961,-3.13E-06
4962,0.0171613
4963,0.0165082
4964,0.0178753
4965,-0.00406747
4966,0.0162298
4967,0.0165082
4968,0.641492
4969,0.0165082
4970,0.0162848
4971,0.0165082
4972,0.0200468
4973,0.0200468
4974,0.00610119
4975,-0.0231455
4976,-2.47E-05
4977,1
4978,-2.75E-05
4979,0.0405472
4980,0.0552947
4981,0.0610146
4982,0
4983,1
4984,0.00295696
4985,0.748094
4986,0.631769
4987,0
4988,0.00442416
4989,-0.0317943
4990,0.000428293
4991,1
4992,-0.00017143
4993,-0.000938769
4994,-0.000938769
4995,0
4996,0
4997,0
4998,1
4999,1
5000,0
5001,0.999999
5002,-0.00754939
5003,0
5004,0
5005,-0.000527722
5006,-0.0680731
5007,-0.00243275
5008,-0.027589
5009,-0.0844063
5010,-0.0680731
5011,0.620737
5012,-0.0136759
5013,-0.00361919
5014,0
5015,-0.00721239
5016,-0.00721239
5017,-0.00721239
5018,0.0433372
5019,0
5020,0.000541464
5021,0.0101331
5022,0.000197757
5023,7.64E-05
5024,0
5025,0.999999
5026,4.71E-05
5027,-0.000303166
5028,0
5029,-0.182235
5030,-0.00251619
5031,-0.00251619
5032,-0.000130672
5033,-0.00125314
5034,0.00025593
5035,0.000123787
5036,0.000123787
5037,0.000224619
5038,0.0198704
5039,0.153262
5040,-0.00151185
5041,0.993218
5042,0.989144
5043,0
5044,0.00010735
5045,3.74E-05
5046,0.186892
5047,-0.0816027
5048,-0.0756512
5049,0
5050,-0.0598247
5051,-0.00157723
5052,0
5053,0.0130851
5054,0
5055,8.62E-05
5056,0.000502352
5057,0.0130851
5058,0
5059,-4.99E-06
5060,1.04E-05
5061,0.151118
5062,0.056567
5063,0.99985
5064,0.999589
5065,0.99985
5066,0.0641571
5067,0.0693812
5068,0
5069,0.025815
5070,-0.0146134
5071,-0.0112858
5072,0.726076
5073,-0.0180817
5074,-0.0246135
5075,0
5076,-0.0338885
5077,0.999809
5078,0.822608
5079,-0.00262792
5080,0
5081,-1.44E-05
5082,-5.66E-06
5083,-2.25E-05
5084,-3.26E-05
5085,-2.65E-05
5086,0.00270469
5087,-0.000730045
5088,-0.00840739
5089,0
5090,0.000160605
5091,0
5092,0
5093,-8.53E-07
5094,0.000160605
5095,0
5096,-8.53E-07
5097,0
5098,1
5099,0.034231
5100,-6.82E-05
5101,-0.00182495
5102,0
5103,0
5104,3.25E-05
5105,0
5106,-0.000959944
5107,-0.00323485
5108,0.0876157
5109,0.0548309
5110,0.000157689
5111,0.0054013
5112,0
5113,0
5114,0.000197757
5115,4.21E-05
5116,-1.28E-08
5117,-0.0757658
5118,0
5119,0
5120,0
5121,0
5122,-0.0546496
5123,0
5124,-0.0142971
5125,-0.014011
5126,0
5127,0.987023
5128,0.985752
5129,0
5130,0.0120321
5131,-0.112148
5132,1
5133,3.86E-05
5134,-0.0801628
5135,-0.02303
5136,1
5137,0.0360882
5138,0
5139,0.00018971
5140,0
5141,0.00749349
5142,0
5143,0.999998
5144,0
5145,-0.0215412
5146,0.0108643
5147,0.000176103
5148,1
5149,-0.000827904
5150,0.00444573
5151,-0.0158714
5152,0.0512859
5153,0.114131
5154,-0.00016532
5155,0
5156,0.163129
5157,0.178033
5158,0.139221
5159,0
5160,0
5161,0
5162,0
5163,9.70E-05
5164,-0.169379
5165,0.00757793
5166,0.00702055
5167,0.000839657
5168,0
5169,0.00569008
5170,-0.0510289
5171,0
5172,-0.0214958
5173,0.999753
5174,0
5175,-0.227528
5176,-0.291028
5177,-0.00585556
5178,0.999594
5179,0
5180,-0.00615331
5181,-0.00658394
5182,-0.00069434
5183,0
5184,-0.0018549
5185,-0.0018549
5186,0.00752377
5187,-0.105232
5188,-0.139466
5189,1
5190,-0.0812422
5191,0.0348309
5192,-0.0812422
5193,0.101683
5194,0.00131343
5195,0.00131343
5196,1
5197,0
5198,-0.000158998
5199,0
5200,1
5201,1
5202,0.128573
5203,0.997962
5204,3.86E-05
5205,0
5206,0.785584
5207,0.00164335
5208,0
5209,-0.0556211
5210,-0.0338885
5211,-0.0338885
5212,1
5213,5.59E-05
5214,0
5215,0
5216,0.0739259
5217,0
5218,0
5219,0
5220,0.0249292
5221,0
5222,0.00480083
5223,0
5224,0
5225,-0.000209573
5226,0
5227,0
5228,-0.00304558
5229,0
5230,0
5231,-0.00304558
5232,0
5233,0.00117162
5234,0.00470393
5235,0.00123123
5236,0
5237,-0.000443867
5238,0
5239,0
5240,0.0280465
5241,0
5242,0.785584
5243,0.789007
5244,1.78E-05
5245,-8.06E-05
5246,0.864107
5247,0.951044
5248,9.73E-06
5249,-8.37E-05
5250,0
5251,1.05E-05
5252,1
5253,0.996902
5254,-6.71E-06
5255,0
5256,-0.0346499
5257,0
5258,0
5259,0
5260,-6.61E-06
5261,0.986456
5262,0.726076
5263,0.726076
5264,-0.0180817
5265,0
5266,0
5267,0
5268,0
5269,-0.28871
5270,0
5271,0.000335442
5272,1
5273,0.186892
5274,0
5275,0
5276,0.691369
5277,1
5278,0.822608
5279,1.58E-06
5280,0
5281,-0.00127588
5282,0
5283,1.73E-05
5284,0.00346154
5285,0
5286,3.86E-05
5287,-1.36E-05
5288,0.118199
5289,1
5290,0.0445408
5291,0
5292,-0.0961066
5293,0.748094
5294,-0.0215412
5295,-0.0215412
5296,-0.0215412
5297,-0.0370513
5298,0
5299,-0.00371661
5300,0.0180462
5301,-0.000211655
5302,0
5303,-0.00168765
5304,0.723648
5305,0
5306,0
5307,0
5308,0
5309,-0.00077743
5310,0
5311,-8.53E-07
5312,0
5313,7.81E-06
5314,0.811702
5315,-0.00821343
5316,0
5317,0.0322662
5318,0.00305641
5319,0.999993
5320,0.00227442
5321,0.000907002
5322,0.000918829
5323,0.0357668
5324,0.0332845
5325,2.93E-06
5326,0
5327,0
5328,0.00233613
5329,-0.0021166
5330,0.999999
5331,0
5332,-0.00411473
5333,0
5334,8.65E-05
5335,-0.000105891
5336,-0.268967
5337,-0.00024073
5338,0
5339,0.0179834
5340,0
5341,0.000871684
5342,0
5343,0
5344,0.000305507
5345,-0.000402459
5346,-0.000468709
5347,-0.000402459
5348,2.45E-05
5349,-0.000217807
5350,-0.000774363
5351,-0.00309622
5352,0.0225464
5353,-0.0212167
5354,-0.0434815
5355,0.193511
5356,0.193511
5357,0.154753
5358,-0.317235
5359,0
5360,0.0873765
5361,-1.15E-05
5362,0.843674
5363,0.000205853
5364,0.00216326
5365,0.137343
5366,0.000131125
5367,-0.00130364
5368,0.0505907
5369,0
5370,0.000588107
5371,0
5372,0.0247815
5373,0.00025235
5374,-0.00096109
5375,-0.0334253
5376,-0.00805193
5377,-0.129731
5378,0.0186207
5379,-0.0913058
5380,-0.0212167
5381,0
5382,-9.46E-05
5383,1
5384,1
5385,0
5386,0.14194
5387,0
5388,0.000213222
5389,-0.000303771
5390,-0.000303771
5391,-0.00189897
5392,0
5393,0
5394,-0.00010896
5395,-0.000172431
5396,-0.00010896
5397,0
5398,0
5399,0
5400,0.0319466
5401,0
5402,0.911757
5403,-9.90E-05
5404,0
5405,0
5406,-0.119405
5407,-0.119405
5408,-2.70E-05
5409,0
5410,0
5411,0
5412,0.97323
5413,0.97323
5414,2.02E-06
5415,2.02E-06
5416,0.00707508
5417,1
5418,1
5419,1
5420,0
5421,0.999986
5422,-2.96E-05
5423,0
5424,0
5425,0.000513213
5426,1
5427,0
5428,0.790411
5429,0
5430,-0.0344034
5431,-0.266405
5432,-0.0344034
5433,0.000382779
5434,0
5435,-0.0650341
5436,-0.000560798
5437,0.0150124
5438,-0.0103315
5439,2.43E-05
5440,-0.0361922
5441,-0.0788273
5442,0
5443,-0.00472501
5444,0.0440021
5445,-0.00477404
5446,0.0440021
5447,-4.99E-06
5448,0.999506
5449,0.000259474
5450,-0.0844294
5451,0
5452,0.688097
5453,1
5454,0
5455,0
5456,1
5457,0.999718
5458,1
5459,-1.26E-08
5460,0.000596721
5461,-0.0609053
5462,0.000484506
5463,0
5464,0.000146294
5465,0.000146294
5466,0.000146294
5467,-0.000592184
5468,-4.77E-05
5469,0
5470,0
5471,0.726076
5472,0.997993
5473,0
5474,-0.000700792
5475,0
5476,-0.0227692
5477,0
5478,-0.0118011
5479,0.0688213
5480,-0.0877604
5481,0.00795483
5482,0.134683
5483,0
5484,-0.0278411
5485,0
5486,0
5487,-0.00728251
5488,-0.0212783
5489,0
5490,0.291206
5491,0
5492,0.291206
5493,0.000382779
5494,0.104892
5495,0.0662938
5496,-0.0746222
5497,0.108686
5498,-0.00050669
5499,0.998103
5500,0.998103
5501,0.998103
5502,-0.000206013
5503,6.83E-05
5504,0.000525659
5505,-0.000540331
5506,-0.000599794
5507,-0.0361922
5508,-0.0788273
5509,0
5510,-0.00472501
5511,-0.000471455
5512,0.0519905
5513,2.34E-09
5514,-9.46E-09
5515,0
5516,0.289891
5517,0.00186492
5518,0.000105938
5519,1
5520,0.00895423
5521,0.110445
5522,0.00018847
5523,-0.0626921
5524,0.103739
5525,0.103739
5526,0.00159461
5527,0.00444573
5528,0.00444573
5529,-0.0112495
5530,0.000191836
5531,0.000191836
5532,0
5533,-0.0175006
5534,0.0148957
5535,0
5536,-0.000147407
5537,0
5538,1.29E-05
5539,0.000157689
5540,-0.0112495
5541,1
5542,0.111376
5543,0.0137308
5544,0
5545,1
5546,0.995087
5547,0.496144
5548,0.0196912
5549,0.998979
5550,0
5551,0.000379646
5552,0.000230807
5553,0
5554,-0.000402459
5555,0.000488913
5556,0.0178258
5557,0
5558,-0.000774363
5559,0.000233634
5560,-0.00645822
5561,-0.252182
5562,0.000705082
5563,0.0140125
5564,0
5565,0.0139263
5566,0.00346084
5567,-0.0726237
5568,0.00586166
5569,0.00230647
5570,0
5571,-0.000242552
5572,3.85E-05
5573,-0.00200299
5574,-0.000629603
5575,-3.23E-05
5576,-3.23E-05
5577,1
5578,1
5579,-0.00297809
5580,0
5581,1
5582,1
5583,-0.000535184
5584,0.0144915
5585,0.0205286
5586,0
5587,3.41E-05
5588,0.000123439
5589,0.972742
5590,0.972711
5591,0.972378
5592,0.735684
5593,0
5594,0
5595,0.735684
5596,0
5597,-0.152611
5598,-0.152611
5599,0
5600,-0.00321418
5601,-0.00046169
5602,0
5603,0.000105938
5604,1
5605,1
5606,0.0860538
5607,0.0163336
5608,-0.0377216
5609,0
5610,0
5611,0
5612,-0.0851737
5613,-8.98E-05
5614,-0.000213252
5615,0.000428293
5616,0
5617,-0.000407026
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,-0.00715893
5627,0
5628,1
5629,0.0679273
5630,4.86E-05
5631,0.00045699
5632,0.82993
5633,1.56E-05
5634,0.00907201
5635,-1.57E-05
5636,0
5637,0
5638,-0.000402459
5639,0.0300728
5640,5.12E-05
5641,4.34E-05
5642,5.12E-05
5643,-4.87E-05
5644,1.02E-05
5645,0
5646,0
5647,-0.0229002
5648,-0.032896
5649,0.999993
5650,-8.21E-06
5651,-0.0338885
5652,0.00739266
5653,-0.000139775
5654,0.000118914
5655,-0.00491648
5656,-0.00720415
5657,1
5658,0.000885524
5659,-0.00720415
5660,0
5661,0.00373134
5662,0
5663,0
5664,-0.0212167
5665,0
5666,-0.0289341
5667,0.998926
5668,-0.0900804
5669,-0.00585556
5670,0
5671,0
5672,0
5673,-0.000111408
5674,0.000146294
5675,0.000484506
5676,0.000240759
5677,0.0064057
5678,0.000146294
5679,-0.000349376
5680,0.000220255
5681,-0.022299
5682,2.56E-06
5683,2.56E-06
5684,0
5685,-0.00282585
5686,-0.0868257
5687,0
5688,0
5689,1
5690,-0.171576
5691,-0.00282585
5692,0.0739259
5693,2.22E-05
5694,1
5695,0.000248656
5696,0.000250678
5697,2.36E-06
5698,0
5699,0
5700,0.000451874
5701,0
5702,-0.0369859
5703,-0.000509184
5704,0
5705,-0.0017903
5706,0
5707,-0.00389023
5708,1
5709,0
5710,0.150098
5711,0
5712,1
5713,1
5714,0
5715,0.996275
5716,0.0241125
5717,0.000917086
5718,0.000313839
5719,0.000313839
5720,-0.00033945
5721,-0.0377216
5722,0
5723,-1.31E-06
5724,0.00801023
5725,-0.0115874
5726,0.0117434
5727,-0.111009
5728,1
5729,0.0320989
5730,-0.141131
5731,-0.127244
5732,1
5733,1
5734,9.79E-05
5735,-9.90E-05
5736,-0.00157723
5737,0.0448608
5738,-0.0688723
5739,0.110313
5740,-0.000144574
5741,0
5742,0.000110347
5743,0
5744,-0.000184474
5745,0.0010053
5746,-0.000342449
5747,-0.0829265
5748,-0.000303166
5749,-0.000188964
5750,-0.00024073
5751,0.999991
5752,-0.00562168
5753,0
5754,0.000270602
5755,0.00621228
5756,0.0441582
5757,0.0129372
5758,0
5759,-0.00339946
5760,0.998926
5761,0.00811499
5762,0
5763,1
5764,-0.00029436
5765,0.000497303
5766,0.00131343
5767,0
5768,2.22E-05
5769,1
5770,1
5771,0
5772,2.91E-05
5773,0.00061862
5774,0.999999
5775,1
5776,0
5777,0
5778,0.000705082
5779,0.000705082
5780,0.000705082
5781,1
5782,0.000541717
5783,0
5784,0.000705082
5785,0
5786,0.000828013
5787,-0.00161814
5788,0.000593022
5789,-0.000169188
5790,-0.000215797
5791,1
5792,0.0171791
5793,-0.0411908
5794,-0.0411908
5795,0
5796,0
5797,0
5798,0
5799,-0.00220613
5800,0
5801,0.999798
5802,1
5803,1
5804,0
5805,1
5806,-0.00209912
5807,-0.0134058
5808,0.00405449
5809,1.32E-05
5810,6.04E-05
5811,6.43E-05
5812,0.00713871
5813,0
5814,0.998979
5815,0.999998
5816,0.996273
5817,0.0278891
5818,0
5819,-0.000303771
5820,0
5821,0
5822,0.00476736
5823,-1.49E-06
5824,0.206977
5825,-0.0393957
5826,1
5827,0.462212
5828,1
5829,0
5830,0.99875
5831,0
5832,9.60E-05
5833,0
5834,0.220359
5835,-0.0341334
5836,-0.090421
5837,0
5838,0.995427
5839,5.20E-05
5840,0.999747
5841,0.000162935
5842,0.00637548
5843,0
5844,-0.0212167
5845,-0.015185
5846,0
5847,0.0260124
5848,-0.0774471
5849,-0.0377216
5850,0.0131205
5851,0.0131205
5852,0.00747928
5853,0.0131205
5854,1
5855,0.000411148
5856,0.867178
5857,0.000907002
5858,-0.000784182
5859,0
5860,1
5861,0
5862,0.92969
5863,0
5864,0.999986
5865,0
5866,-0.0774471
5867,0.0425993
5868,0
5869,0.999995
5870,0.0425993
5871,0
5872,-8.87E-06
5873,0
5874,1.86E-05
5875,0
5876,-0.0138768
5877,0.000540306
5878,1.99E-05
5879,-1.01E-05
5880,0
5881,0.000123787
5882,0
