search term,similarity to product description
14877,-0.0175513
14878,0.198322
14879,0.00865273
14880,0.283524
14881,0.100563
14882,0.0822989
14883,0.0790641
14884,0.0176157
14885,0.0747349
14886,0.249458
14887,0.0842547
14888,0.298293
14889,0.0525123
14890,0.272382
14891,0.319563
14892,0.359659
14893,0.469273
14894,0.439066
14895,0.243652
14896,0.341429
14897,0.151232
14898,0.1385
14899,0.112152
14900,0.114509
14901,-0.00548815
14902,0.32133
14903,0.213106
14904,0.304362
14905,0.0472257
14906,0.0343006
14907,0.498796
14908,0.217787
14909,0.0320018
14910,0.222662
14911,0.133748
14912,0.196692
14913,0.0708242
14914,0.591723
14915,0.121988
14916,0.297303
14917,0.0342493
14918,0.379202
14919,0.0961456
14920,0.362338
14921,0.258579
14922,0.0362201
14923,0.0823708
14924,0.0766033
14925,0.221691
14926,0.319682
14927,0.0191986
14928,-2.83495e-05
14929,0.0
14930,-0.00321087
14931,0.273046
14932,0.243459
14933,0.268433
14934,0.106483
14935,0.172693
14936,0.459846
14937,0.04529
14938,0.118385
14939,0.0
14940,0.507276
14941,0.210586
14942,0.012233
14943,0.11939
14944,0.446524
14945,0.398941
14946,0.150482
14947,0.391327
14948,0.290756
14949,0.408861
14950,0.123029
14951,0.212571
14952,0.0756664
14953,0.321802
14954,0.537196
14955,0.528886
14956,0.0101349
14957,0.331971
14958,0.194154
14959,0.661557
14960,0.204953
14961,0.101252
14962,0.0051349
14963,0.461132
14964,0.219693
14965,0.295495
14966,0.0469566
14967,0.108702
14968,0.337311
14969,0.122646
14970,-0.00041312
14971,0.185489
14972,0.34849
14973,0.162237
14974,0.0377071
14975,0.35977
14976,0.309085
14977,0.398436
14978,0.560168
14979,0.520771
14980,0.529821
14981,0.156696
14982,0.250591
14983,0.601676
14984,0.12051
14985,0.0752952
14986,0.121916
14987,0.0
14988,0.417143
14989,0.121737
14990,0.122215
14991,0.100085
14992,-0.0468565
14993,-0.00125306
14994,0.550871
14995,0.1194
14996,0.0186965
14997,0.0876027
14998,0.504329
14999,0.500166
15000,0.498698
15001,0.565659
15002,0.0485545
15003,-0.00491173
15004,0.229401
15005,-0.0287928
15006,0.029141
15007,0.207954
15008,0.227558
15009,0.235074
15010,0.314045
15011,0.476272
15012,0.160166
15013,0.217421
15014,0.193839
15015,0.232359
15016,0.14949
15017,0.355399
15018,0.17706
15019,0.255315
15020,0.00842095
15021,0.0389563
15022,0.562723
15023,0.246066
15024,0.301055
15025,0.00742188
15026,0.291254
15027,0.228687
15028,0.0692504
15029,0.243812
15030,0.25511
15031,0.0995636
15032,0.214603
15033,0.216854
15034,0.104562
15035,0.717113
15036,0.227344
15037,0.206307
15038,0.0057928
15039,0.464568
15040,0.319904
15041,-0.00441059
15042,0.168276
15043,0.357375
15044,0.642497
15045,0.529425
15046,0.157324
15047,0.44149
15048,0.158789
15049,0.591519
15050,0.481991
15051,0.011778
15052,0.243599
15053,0.375144
15054,0.0584407
15055,0.164498
15056,0.00414956
15057,0.0606474
15058,0.480294
15059,0.138993
15060,0.142293
15061,0.385454
15062,0.433276
15063,0.162834
15064,0.378777
15065,0.267492
15066,0.446278
15067,0.262575
15068,0.263426
15069,0.0403782
15070,0.146336
15071,0.0252912
15072,0.491293
15073,0.318023
15074,-0.0174959
15075,0.155013
15076,0.13662
15077,0.347887
15078,0.444486
15079,0.399325
15080,0.0921562
15081,0.324645
15082,-0.0078502
15083,0.276503
15084,0.0557152
15085,0.402465
15086,0.40842
15087,0.429977
15088,0.0894217
15089,0.504631
15090,0.545836
15091,0.533869
15092,0.238431
15093,0.387157
15094,0.300178
15095,0.332771
15096,0.0814555
15097,0.0294222
15098,0.190399
15099,0.415512
15100,0.199877
15101,0.087896
15102,0.583348
15103,0.01081
15104,0.278759
15105,0.805536
15106,0.326457
15107,0.326457
15108,0.264628
15109,0.0350751
15110,0.388798
15111,0.30559
15112,0.0360832
15113,0.298373
15114,0.0796299
15115,0.25836
15116,0.0262408
15117,0.640696
15118,0.218344
15119,0.233431
15120,0.168454
15121,0.565249
15122,0.406071
15123,0.412719
15124,0.348052
15125,0.194817
15126,0.0661475
15127,0.296838
15128,0.202131
15129,0.446878
15130,0.300122
15131,0.0680157
15132,-0.00502019
15133,0.235236
15134,0.0699613
15135,0.219279
15136,0.0384693
15137,0.0533268
15138,0.315584
15139,0.184718
15140,0.0731124
15141,0.124531
15142,0.0145234
15143,0.460474
15144,0.424249
15145,0.298997
15146,0.31228
15147,0.459678
15148,0.0616286
15149,0.474728
15150,-0.0115094
15151,0.0
15152,0.031654
15153,-0.0182558
15154,0.623888
15155,0.322785
15156,0.618185
15157,0.111994
15158,0.350054
15159,0.494388
15160,0.18127
15161,0.0328431
15162,0.209582
15163,0.482157
15164,0.378568
15165,0.249884
15166,0.177819
15167,0.37652
15168,0.122892
15169,0.637845
15170,0.165075
15171,0.652847
15172,0.604394
15173,0.0779978
15174,0.176032
15175,0.0757843
15176,0.0440268
15177,0.572839
15178,0.225774
15179,0.529837
15180,0.294405
15181,0.0250087
15182,0.332209
15183,0.247699
15184,0.242894
15185,0.364847
15186,0.216106
15187,0.226841
15188,0.206564
15189,0.280209
15190,0.207406
15191,0.145113
15192,0.23579
15193,0.14943
15194,0.347919
15195,0.345008
15196,0.365262
15197,0.435649
15198,0.181769
15199,0.203326
15200,0.222244
15201,0.0752547
15202,0.0649793
15203,0.534191
15204,0.162067
15205,0.162067
15206,0.0300087
15207,0.0
15208,0.0
15209,0.364026
15210,0.541008
15211,0.330454
15212,0.154151
15213,0.0689684
15214,0.552397
15215,0.0376806
15216,-0.00127108
15217,0.302649
15218,0.237095
15219,0.180723
15220,0.0357249
15221,0.303194
15222,0.0143416
15223,0.188404
15224,0.0229478
15225,0.0225425
15226,0.0
15227,0.0393957
15228,0.569552
15229,0.23974
15230,0.188085
15231,0.222572
15232,0.501434
15233,0.496281
15234,0.3673
15235,0.0361297
15236,0.177007
15237,-0.0216889
15238,0.391947
15239,0.13606
15240,0.324374
15241,0.456147
15242,0.337005
15243,0.0769701
15244,0.205837
15245,0.229155
15246,0.0314936
15247,0.16178
15248,0.181486
15249,0.283115
15250,0.405842
15251,0.19684
15252,0.254058
15253,0.120656
15254,0.190586
15255,0.259862
15256,0.197199
15257,0.248013
15258,0.267522
15259,0.0406095
15260,0.233058
15261,0.241699
15262,0.199345
15263,0.290432
15264,0.261297
15265,0.199345
15266,0.219073
15267,0.504887
15268,0.0373924
15269,0.213248
15270,0.41147
15271,0.432327
15272,0.34988
15273,0.434801
15274,0.562565
15275,0.054752
15276,0.146534
15277,0.0755182
15278,0.101388
15279,0.0966874
15280,-0.0323545
15281,0.190735
15282,0.0307319
15283,0.0740929
15284,0.386776
15285,0.253895
15286,0.255657
15287,0.0474997
15288,0.0445637
15289,0.340641
15290,0.298313
15291,0.387291
15292,0.112743
15293,0.171426
15294,0.326402
15295,0.522927
15296,0.369265
15297,0.328992
15298,0.31206
15299,0.381205
15300,0.382047
15301,0.110692
15302,0.186194
15303,0.614812
15304,0.127049
15305,0.0223888
15306,0.107862
15307,0.0204384
15308,0.2186
15309,0.148889
15310,0.314327
15311,0.439073
15312,-0.0125573
15313,0.00941836
15314,0.0512911
15315,0.0108846
15316,0.0512911
15317,-0.0181838
15318,0.0354116
15319,0.103682
15320,0.339304
15321,0.17456
15322,0.353019
15323,0.154443
15324,0.0817667
15325,0.210369
15326,0.313883
15327,0.481845
15328,0.0238889
15329,0.0200506
15330,0.544872
15331,0.224166
15332,0.234167
15333,0.30015
15334,0.503736
15335,0.390745
15336,0.465854
15337,0.542659
15338,0.202559
15339,0.37333
15340,0.153766
15341,0.714451
15342,0.269679
15343,0.372193
15344,0.0715259
15345,0.0871942
15346,0.121842
15347,0.295795
15348,0.0652989
15349,-0.000574894
15350,0.000971176
15351,0.305107
15352,-0.00263358
15353,0.241084
15354,0.245404
15355,0.373878
15356,0.375428
15357,0.33481
15358,0.242341
15359,0.2106
15360,0.161181
15361,0.687159
15362,0.639953
15363,0.0425952
15364,0.104801
15365,0.0848942
15366,0.145528
15367,0.046358
15368,0.126238
15369,0.148495
15370,0.270445
15371,0.399046
15372,0.378113
15373,0.181475
15374,0.061799
15375,0.455761
15376,0.0438117
15377,0.221721
15378,0.511567
15379,0.0551846
15380,0.587617
15381,0.573036
15382,0.510122
15383,0.230105
15384,0.48616
15385,0.338106
15386,0.291996
15387,0.357114
15388,0.495356
15389,0.182028
15390,0.569539
15391,0.389319
15392,0.567435
15393,0.570548
15394,0.372783
15395,0.495205
15396,0.424314
15397,0.476636
15398,0.00979723
15399,0.11485
15400,0.0616633
15401,0.0
15402,0.116663
15403,0.196293
15404,0.440745
15405,0.188453
15406,0.128359
15407,0.286174
15408,0.0768052
15409,0.11603
15410,0.0
15411,0.179425
15412,0.714917
15413,0.707041
15414,0.37268
15415,0.708679
15416,0.17227
15417,0.108736
15418,0.33425
15419,0.272705
15420,0.131397
15421,0.389398
15422,0.0675239
15423,0.37298
15424,0.16858
15425,0.602816
15426,0.1578
15427,0.305589
15428,0.302526
15429,0.34342
15430,0.243242
15431,0.144044
15432,0.340818
15433,0.404845
15434,0.122818
15435,0.19252
15436,0.410712
15437,0.0920638
15438,0.0646256
15439,0.270717
15440,0.311412
15441,0.516931
15442,0.114799
15443,0.110838
15444,0.0410896
15445,0.132169
15446,0.000725731
15447,0.182937
15448,0.175766
15449,0.092882
15450,0.175419
15451,0.593739
15452,0.253101
15453,0.110345
15454,0.153322
15455,0.0758234
15456,0.210687
15457,0.210687
15458,0.266741
15459,0.209871
15460,0.0151542
15461,0.628533
15462,0.365214
15463,0.357611
15464,0.198309
15465,0.0182192
15466,0.294718
15467,0.084442
15468,0.125804
15469,0.0956306
15470,0.127637
15471,0.0936938
15472,0.25551
15473,0.298526
15474,0.45038
15475,0.018546
15476,0.0799916
15477,0.305299
15478,0.307922
15479,0.327636
15480,0.438851
15481,0.36446
15482,0.225326
15483,0.593436
15484,-0.0203951
15485,0.112835
15486,0.166051
15487,0.630095
15488,0.0351685
15489,0.173758
15490,0.483199
15491,0.486968
15492,0.261614
15493,0.0482608
15494,0.0418151
15495,0.0187289
15496,0.0890683
15497,-0.0245909
15498,0.274909
15499,0.564751
15500,0.129129
15501,0.600749
15502,0.472514
15503,0.34015
15504,0.271462
15505,0.393765
15506,0.466052
15507,0.21243
15508,0.257098
15509,0.453963
15510,0.0772164
15511,0.117948
15512,0.302345
15513,0.231152
15514,0.0432576
15515,0.281052
15516,0.261916
15517,0.221733
15518,0.661255
15519,0.140858
15520,0.11775
15521,0.322953
15522,0.297402
15523,0.134803
15524,0.468924
15525,0.31333
15526,-0.0210966
15527,0.0206349
15528,0.0106776
15529,0.00941472
15530,0.376574
15531,0.0243177
15532,0.414719
15533,0.135125
15534,0.284377
15535,0.297943
15536,0.206874
15537,0.0186585
15538,-0.00280702
15539,0.190297
15540,0.211605
15541,0.0
15542,0.118051
15543,0.478949
15544,0.270098
15545,0.276295
15546,0.625099
15547,0.711074
15548,0.681487
15549,0.64462
15550,0.0524457
15551,0.165237
15552,0.141681
15553,0.145984
15554,0.214847
15555,0.0693738
15556,0.0777079
15557,0.393872
15558,0.134714
15559,0.0535189
15560,0.0231241
15561,0.361719
15562,0.0706195
15563,0.267799
15564,0.435447
15565,0.435447
15566,0.208391
15567,0.0723089
15568,0.41464
15569,0.181249
15570,0.343583
15571,0.0947361
15572,0.0517541
15573,0.245793
15574,0.239235
15575,0.375139
15576,0.198418
15577,0.0413591
15578,0.0840189
15579,0.141959
15580,0.132827
15581,0.138622
15582,0.534724
15583,0.424363
15584,0.39858
15585,0.504455
15586,0.383925
15587,0.0290685
15588,0.188401
15589,0.148305
15590,0.54319
15591,0.336904
15592,0.185927
15593,0.190743
15594,0.0545338
15595,0.38084
15596,0.382548
15597,0.49877
15598,0.371575
15599,0.264399
15600,0.553054
15601,0.42515
15602,0.412822
15603,0.16825
15604,0.233403
15605,0.235143
15606,0.0288894
15607,0.320312
15608,0.247738
15609,0.108405
15610,0.0879726
15611,0.0134233
15612,0.0592655
15613,0.3293
15614,0.0429277
15615,0.0152087
15616,0.449674
15617,0.330041
15618,0.187766
15619,-0.0112555
15620,0.00859894
15621,0.0
15622,0.185696
15623,-0.00779707
15624,0.514009
15625,0.0868377
15626,0.498518
15627,0.602062
15628,0.0296254
15629,0.0261592
15630,0.163212
15631,0.091991
15632,0.179359
15633,0.24904
15634,0.127424
15635,0.0411964
15636,0.0204765
15637,0.216584
15638,0.697731
15639,0.160333
15640,0.337368
15641,0.309093
15642,0.0890385
15643,0.217067
15644,0.0723802
15645,0.284992
15646,0.377982
15647,0.0938246
15648,0.0985746
15649,0.547108
15650,0.572217
15651,0.170358
15652,0.56414
15653,0.260724
15654,0.240585
15655,0.365818
15656,0.0165417
15657,0.134961
15658,0.0
15659,0.143256
15660,0.448628
15661,0.230065
15662,0.0673243
15663,0.0132433
15664,0.0946057
15665,0.213373
15666,0.600339
15667,0.425073
15668,0.302831
15669,0.225479
15670,0.36915
15671,0.156037
15672,0.152842
15673,0.290053
15674,0.0743444
15675,0.295001
15676,0.460198
15677,0.533824
15678,0.0
15679,0.133587
15680,0.118431
15681,0.627377
15682,0.626667
15683,0.517635
15684,0.323153
15685,0.287771
15686,0.0885576
15687,0.394571
15688,0.449105
15689,0.254465
15690,0.57789
15691,0.599038
15692,0.0297783
15693,0.216821
15694,0.214532
15695,0.524948
15696,0.515353
15697,0.664378
15698,0.281548
15699,-0.0156387
15700,0.416715
15701,0.332792
15702,0.295609
15703,0.0713624
15704,-0.0160969
15705,-0.0165095
15706,0.323892
15707,0.0379746
15708,0.244985
15709,0.237286
15710,0.235109
15711,-0.0160284
15712,0.431897
15713,0.455969
15714,0.348116
15715,0.227949
15716,0.16145
15717,0.142908
15718,0.130984
15719,0.15376
15720,0.288686
15721,0.00561247
15722,0.0706215
15723,0.472193
15724,0.357959
15725,0.183548
15726,0.101945
15727,0.00116799
15728,0.0687103
15729,0.298116
15730,0.293389
15731,0.174219
15732,0.291186
15733,0.223147
15734,0.328423
15735,-0.0103453
15736,0.363199
15737,0.0
15738,0.134668
15739,0.17109
15740,0.30592
15741,0.435748
15742,0.324838
15743,0.351439
15744,0.128452
15745,0.229507
15746,0.17464
15747,0.10361
15748,0.044623
15749,0.192712
15750,0.196091
15751,0.206603
15752,0.411847
15753,0.416281
15754,0.160424
15755,0.311883
15756,0.141021
15757,5.00567e-05
15758,0.232687
15759,0.33844
15760,0.290413
15761,0.0333181
15762,0.875246
15763,0.0733141
15764,0.208673
15765,0.424333
15766,0.551728
15767,0.0654565
15768,0.215398
15769,0.22746
15770,0.232981
15771,0.203992
15772,0.22577
15773,0.273922
15774,0.497643
15775,0.382243
15776,0.334022
15777,0.0151863
15778,-0.0001336
15779,0.448729
15780,0.127147
15781,0.283512
15782,0.0816425
15783,0.374469
15784,0.202596
15785,0.0426545
15786,0.0906372
15787,0.376541
15788,0.264853
15789,0.335326
15790,0.286116
15791,0.0133023
15792,0.219754
15793,0.39084
15794,0.437519
15795,0.0353248
15796,0.092093
15797,0.07217
15798,0.174824
15799,0.124813
15800,0.421899
15801,0.228849
15802,0.353944
15803,0.604899
15804,0.0
15805,0.305101
15806,0.0546644
15807,0.154274
15808,0.0270357
15809,0.0599638
15810,0.220813
15811,0.271414
15812,0.0345959
15813,0.242222
15814,0.186378
15815,0.0365078
15816,0.397473
15817,0.244298
15818,0.216026
15819,0.0522206
15820,0.244999
15821,0.223999
15822,0.501146
15823,0.0412031
15824,0.478072
15825,0.459539
15826,0.348201
15827,0.527888
15828,-0.00251841
15829,0.441261
15830,0.47225
15831,0.599818
15832,0.485805
15833,0.43711
15834,0.100335
15835,0.202367
15836,0.343875
15837,0.302085
15838,0.319265
15839,0.574737
15840,0.752513
15841,0.620369
15842,0.112197
15843,0.0150441
15844,0.133647
15845,0.0857919
15846,0.156955
15847,0.0639301
15848,0.621885
15849,0.235748
15850,0.277484
15851,0.279518
15852,0.436326
15853,0.429285
15854,0.168091
15855,0.486338
15856,0.0539291
15857,0.0147117
15858,0.310163
15859,0.597395
15860,0.667079
15861,0.667079
15862,0.219997
15863,0.600836
15864,0.476338
15865,0.338475
15866,0.226363
15867,0.0219711
15868,0.225425
15869,0.223174
15870,0.227403
15871,0.111137
15872,0.248756
15873,0.0692537
15874,0.276649
15875,0.0137041
15876,0.097494
15877,-0.00692014
15878,-0.0529897
15879,0.151683
15880,0.155407
15881,0.14167
15882,0.226931
15883,0.00847249
15884,0.160224
15885,0.161085
15886,0.33108
15887,0.185614
15888,0.129167
15889,0.489427
15890,0.0360543
15891,0.145468
15892,0.045422
15893,0.183786
15894,0.367019
15895,0.060137
15896,0.470834
15897,0.107132
15898,-0.0358582
15899,0.502419
15900,0.518216
15901,-0.00449038
15902,0.14193
15903,0.273798
15904,0.0889063
15905,0.32708
15906,0.29185
15907,0.113368
15908,0.0597758
15909,0.418118
15910,0.159362
15911,0.119356
15912,0.119511
15913,0.460944
15914,0.1067
15915,0.0223175
15916,0.42851
15917,0.153105
15918,0.36919
15919,0.553724
15920,0.348919
15921,0.610624
15922,0.225059
15923,0.0212631
15924,0.662548
15925,0.271498
15926,0.25024
15927,0.0865296
15928,0.403282
15929,0.0518428
15930,0.268468
15931,0.42893
15932,0.25862
15933,0.0772718
15934,0.104664
15935,0.292341
15936,0.275719
15937,0.0497968
15938,0.0339141
15939,0.111353
15940,0.125396
15941,0.0550612
15942,0.0688048
15943,0.104808
15944,0.306767
15945,0.117325
15946,0.370818
15947,0.153874
15948,0.067227
15949,0.207275
15950,0.275407
15951,0.27437
15952,0.0656108
15953,0.631063
15954,0.364086
15955,0.186072
15956,0.00125914
15957,0.240252
15958,0.239956
15959,0.299501
15960,0.144487
15961,0.040353
15962,0.0556905
15963,0.014036
15964,0.0990226
15965,0.0390347
15966,0.0209171
15967,0.0154138
15968,0.582683
15969,0.352591
15970,0.0618584
15971,0.485165
15972,0.199947
15973,0.453313
15974,0.39948
15975,0.140143
15976,0.0733687
15977,0.108819
15978,0.0534581
15979,0.0694219
15980,0.0
15981,0.574623
15982,0.175364
15983,0.184326
15984,0.220328
15985,0.0
15986,0.365885
15987,0.303585
15988,0.275967
15989,0.473596
15990,0.0387541
15991,0.131688
15992,0.0627832
15993,0.0130974
15994,0.53038
15995,0.229469
15996,0.327914
15997,0.328748
15998,0.0732502
15999,0.34518
16000,0.126034
16001,0.193628
16002,0.549502
16003,0.115693
16004,0.657916
16005,0.295221
16006,0.548141
16007,0.150856
16008,0.156643
16009,0.384958
16010,0.0267265
16011,0.00604855
16012,0.391178
16013,0.763142
16014,0.0748965
16015,0.280072
16016,0.11594
16017,0.0208951
16018,0.345128
16019,0.469082
16020,0.594871
16021,0.111423
16022,0.0163456
16023,0.483836
16024,0.437504
16025,0.367911
16026,0.264094
16027,0.204253
16028,0.137751
16029,0.127502
16030,0.360889
16031,0.542599
16032,0.00873996
16033,0.267087
16034,0.122201
16035,0.144339
16036,0.0
16037,0.224677
16038,0.0645088
16039,0.0913488
16040,-0.00180801
16041,0.230212
16042,0.0537009
16043,0.222739
16044,0.027816
16045,-0.0277582
16046,0.406027
16047,0.527711
16048,0.123658
16049,0.172446
16050,0.196583
16051,0.411818
16052,0.124378
16053,-0.000510398
16054,0.184205
16055,0.439546
16056,0.0145141
16057,0.183283
16058,0.115547
16059,0.0812031
16060,0.294233
16061,0.308155
16062,0.314857
16063,0.436292
16064,0.209276
16065,0.348898
16066,0.276997
16067,0.0677935
16068,0.12633
16069,0.353725
16070,0.355526
16071,0.352365
16072,0.254583
16073,0.0944476
16074,0.0846662
16075,0.284251
16076,0.106193
16077,0.456497
16078,0.263322
16079,0.503929
16080,0.551307
16081,0.0177982
16082,0.0676877
16083,0.0195919
16084,0.342107
16085,0.178617
16086,0.373427
16087,0.345409
16088,0.0
16089,0.0683116
16090,0.218446
16091,0.286719
16092,-0.00465429
16093,0.0840056
16094,0.110925
16095,0.197579
16096,0.179464
16097,0.234204
16098,0.194836
16099,0.455141
16100,0.118468
16101,0.500798
16102,0.200098
16103,0.279808
16104,0.337034
16105,0.188884
16106,0.336106
16107,0.037569
16108,0.321557
16109,0.418803
16110,0.229194
16111,0.0891533
16112,0.0451217
16113,0.315423
16114,0.0233187
16115,0.111487
16116,0.251888
16117,0.0334354
16118,0.75278
16119,0.708909
16120,0.712966
16121,0.752319
16122,0.745845
16123,0.0755059
16124,0.0
16125,0.444021
16126,0.720859
16127,0.295337
16128,0.298029
16129,-0.00226229
16130,0.331392
16131,0.489931
16132,0.286606
16133,0.29423
16134,0.422606
16135,0.0502822
16136,0.0424246
16137,0.145069
16138,0.297292
16139,0.486036
16140,0.147668
16141,0.206974
16142,0.211932
16143,0.362604
16144,0.0
16145,0.312094
16146,0.758192
16147,0.325798
16148,0.269999
16149,0.243387
16150,0.279935
16151,0.0247705
16152,0.0860474
16153,0.0910865
16154,0.18849
16155,0.295974
16156,0.043892
16157,0.0169964
16158,0.114628
16159,0.203911
16160,0.69014
16161,0.107799
16162,0.279627
16163,0.334408
16164,0.0392726
16165,0.0577422
16166,0.0392714
16167,-0.00403517
16168,0.37118
16169,-0.0200516
16170,0.0385745
16171,0.171378
16172,0.53009
16173,0.0583282
16174,0.380607
16175,0.17525
16176,0.284016
16177,0.161958
16178,0.278469
16179,0.0861214
16180,0.18895
16181,0.0594122
16182,0.449104
16183,-0.00741849
16184,-0.0111354
16185,0.0178285
16186,0.194888
16187,0.424104
16188,0.038716
16189,0.109558
16190,0.116524
16191,0.267703
16192,0.274706
16193,0.172069
16194,0.187989
16195,0.251591
16196,0.253661
16197,0.447154
16198,0.0287907
16199,0.266988
16200,0.317702
16201,0.423524
16202,0.378463
16203,0.00834168
16204,0.0315634
16205,0.242145
16206,0.592059
16207,0.324293
16208,0.119355
16209,0.161734
16210,0.25551
16211,0.265307
16212,0.0788331
16213,0.317795
16214,0.256055
16215,0.188371
16216,0.0134545
16217,0.15776
16218,-0.019344
16219,0.117088
16220,0.358237
16221,0.183987
16222,0.139629
16223,0.293687
16224,0.578948
16225,0.212156
16226,0.287367
16227,0.374978
16228,0.0508356
16229,0.113597
16230,0.308761
16231,0.153319
16232,0.407012
16233,0.317665
16234,0.174019
16235,0.00967442
16236,0.360146
16237,-0.000520294
16238,0.254003
16239,0.444623
16240,0.185929
16241,0.103674
16242,0.054293
16243,0.175519
16244,0.330863
16245,0.190225
16246,0.64725
16247,0.750577
16248,0.681795
16249,0.232529
16250,0.725293
16251,-0.0565572
16252,0.309965
16253,0.15093
16254,0.49795
16255,0.289532
16256,0.13084
16257,0.322676
16258,0.169366
16259,0.337575
16260,0.146346
16261,0.292616
16262,0.149572
16263,0.036316
16264,0.39647
16265,0.0229947
16266,0.414347
16267,0.250764
16268,0.269258
16269,0.250764
16270,0.570013
16271,0.154584
16272,0.244851
16273,0.422949
16274,0.106002
16275,0.191774
16276,0.469855
16277,0.315435
16278,0.152838
16279,0.444516
16280,0.065707
16281,0.197198
16282,0.107486
16283,0.568231
16284,-0.00938389
16285,0.119942
16286,-0.0508884
16287,0.454052
16288,0.227665
16289,0.418188
16290,0.134018
16291,0.17531
16292,0.234196
16293,0.465314
16294,0.299909
16295,0.433578
16296,0.156039
16297,0.477227
16298,0.225149
16299,0.496681
16300,0.512228
16301,0.148153
16302,0.0290605
16303,0.0688625
16304,0.0712062
16305,0.0697955
16306,0.322374
16307,0.0590167
16308,0.00180175
16309,0.191721
16310,0.176611
16311,0.286691
16312,0.284288
16313,0.324969
16314,-0.0381337
16315,0.139415
16316,0.404226
16317,0.0718764
16318,0.108651
16319,0.16726
16320,0.182747
16321,0.214848
16322,-0.00378576
16323,0.0207891
16324,0.410088
16325,0.378281
16326,0.365601
16327,0.147748
16328,0.581634
16329,0.626889
16330,0.569402
16331,0.173777
16332,-0.00637542
16333,0.463264
16334,0.234038
16335,0.40643
16336,0.37948
16337,0.10658
16338,0.280403
16339,0.281178
16340,0.134097
16341,0.281638
16342,0.408123
16343,0.36258
16344,0.106748
16345,0.272777
16346,0.0825167
16347,0.328764
16348,0.122373
16349,0.390824
16350,0.0113414
16351,0.128023
16352,0.0
16353,0.0367825
16354,0.128432
16355,0.301301
16356,0.195788
16357,0.11322
16358,0.111898
16359,0.36051
16360,0.528855
16361,0.528402
16362,0.538616
16363,0.531305
16364,0.21071
16365,0.227897
16366,0.532805
16367,0.238222
16368,0.248992
16369,0.15117
16370,0.279585
16371,0.0972655
16372,0.0828255
16373,0.184864
16374,0.399043
16375,0.364117
16376,0.0411983
16377,0.119483
16378,0.0500513
16379,0.152601
16380,0.117556
16381,0.184304
16382,0.110486
16383,0.18139
16384,0.138848
16385,0.581732
16386,0.38303
16387,0.391214
16388,0.467174
16389,0.759691
16390,0.236577
16391,0.225803
16392,0.0485805
16393,0.201163
16394,0.360724
16395,0.0528705
16396,0.416979
16397,0.0548613
16398,0.216336
16399,0.600243
16400,0.313425
16401,0.16976
16402,0.0
16403,0.154636
16404,0.169102
16405,0.398047
16406,0.403219
16407,0.584769
16408,0.102913
16409,0.232468
16410,0.0295125
16411,0.0772633
16412,0.0735827
16413,-0.0163611
16414,0.17665
16415,0.135156
16416,0.420982
16417,0.204826
16418,0.0833447
16419,0.51509
16420,0.332067
16421,0.168068
16422,0.244229
16423,0.465667
16424,0.281757
16425,0.416658
16426,0.439721
16427,0.294129
16428,0.232245
16429,0.149457
16430,0.287388
16431,0.138983
16432,0.170339
16433,0.0297199
16434,0.0969395
16435,0.458468
16436,0.25825
16437,0.228607
16438,0.162594
16439,0.26968
16440,0.493124
16441,0.270006
16442,0.537571
16443,0.290359
16444,0.279908
16445,0.277936
16446,0.543944
16447,-0.00501973
16448,0.231654
16449,0.564766
16450,0.300027
16451,0.51448
16452,0.446509
16453,0.192498
16454,0.267999
16455,0.087477
16456,0.338013
16457,0.303926
16458,0.210472
16459,0.223825
16460,0.169084
16461,0.188416
16462,0.0111837
16463,-0.0318336
16464,0.0065543
16465,0.28914
16466,0.327504
16467,0.411353
16468,0.108384
16469,0.222602
16470,0.0729887
16471,0.111406
16472,0.24425
16473,0.306289
16474,0.164885
16475,0.280006
16476,0.372137
16477,0.177454
16478,0.0591483
16479,0.104908
16480,0.154573
16481,0.533382
16482,0.0994789
16483,0.198915
16484,0.184707
16485,0.237739
16486,0.293467
16487,0.275875
16488,0.101307
16489,0.226374
16490,0.0611817
16491,0.317653
16492,0.279544
16493,0.20359
16494,0.0352068
16495,0.0795123
16496,0.14778
16497,0.398012
16498,0.188021
16499,0.0446962
16500,0.27559
16501,0.263424
16502,0.265818
16503,0.0369326
16504,0.177059
16505,0.407683
16506,0.554796
16507,0.0615411
16508,0.225132
16509,0.219659
16510,0.0886342
16511,0.578333
16512,0.00793065
16513,0.185949
16514,0.53557
16515,0.355874
16516,0.197536
16517,0.563716
16518,0.180704
16519,0.0788071
16520,0.298563
16521,0.0584666
16522,0.230342
16523,0.201953
16524,0.254065
16525,0.315392
16526,0.0271921
16527,0.431307
16528,0.153995
16529,0.121411
16530,0.214566
16531,0.143556
16532,0.155464
16533,0.175743
16534,0.126466
16535,0.14295
16536,0.136831
16537,0.218652
16538,0.168076
16539,0.0793229
16540,0.114235
16541,-0.00469972
16542,0.158273
16543,0.027798
16544,0.29102
16545,0.330203
16546,0.269145
16547,0.163526
16548,0.0910548
16549,0.352914
16550,0.170991
16551,0.318029
16552,0.166275
16553,0.212679
16554,0.0816934
16555,0.0
16556,0.430515
16557,0.666188
16558,6.72415e-05
16559,0.456162
16560,-0.00534841
16561,0.148273
16562,0.0
16563,0.731388
16564,0.731388
16565,0.611841
16566,0.324592
16567,0.361614
16568,0.0836752
16569,0.198159
16570,0.374625
16571,0.27318
16572,0.367719
16573,0.25861
